,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
3636,3636,Identity Thief,35.0,R,111 min,08 Feb 2013,2013,"Comedy, Crime, Drama","$134,455,175",5.7,"117,080",Internet Movie Database,5.7/10,Rotten Tomatoes,19%,Metacritic,35/100
3637,3637,In a World...,79.0,R,93 min,13 Sep 2013,2013,Comedy,"$2,041,184",6.7,"29,590",Internet Movie Database,6.7/10,Rotten Tomatoes,92%,Metacritic,79/100
3638,3638,InAPPropriate Comedy,1.0,R,83 min,17 Jul 2014,2013,Comedy,"$156,414",2.8,"4,067",Internet Movie Database,2.8/10,Rotten Tomatoes,0%,Metacritic,1/100
3639,3639,The Incredible Burt Wonderstone,44.0,PG-13,100 min,15 Mar 2013,2013,Comedy,"$22,525,921",5.9,"68,132",Internet Movie Database,5.9/10,Rotten Tomatoes,37%,Metacritic,44/100
3641,3641,Inequality for All,68.0,PG,89 min,24 Apr 2015,2013,Documentary,"$1,205,079",8.1,"6,273",Internet Movie Database,8.1/10,Rotten Tomatoes,90%,Metacritic,68/100
3642,3642,The Inevitable Defeat of Mister & Pete,61.0,R,108 min,25 Jan 2013,2013,Drama,"$487,348",7.5,"4,901",Internet Movie Database,7.5/10,Rotten Tomatoes,86%,Metacritic,61/100
3643,3643,Inside Llewyn Davis,93.0,R,104 min,10 Jan 2014,2013,"Comedy, Drama, Music","$9,666,762",7.5,"125,337",Internet Movie Database,7.5/10,Rotten Tomatoes,92%,Metacritic,93/100
3644,3644,Insidious: Chapter 2,40.0,PG-13,106 min,13 Sep 2013,2013,"Horror, Mystery, Thriller","$71,401,629",6.6,"143,328",Internet Movie Database,6.6/10,Rotten Tomatoes,39%,Metacritic,40/100
3645,3645,The Internship,42.0,PG-13,119 min,07 Jun 2013,2013,Comedy,"$44,400,000",6.3,"181,130",Internet Movie Database,6.3/10,Rotten Tomatoes,35%,Metacritic,42/100
3646,3646,Iron Man 3,62.0,PG-13,130 min,03 May 2013,2013,"Action, Adventure, Sci-Fi","$408,992,272",7.2,"703,559",Internet Movie Database,7.2/10,Rotten Tomatoes,79%,Metacritic,62/100
3648,3648,It's a Disaster,57.0,R,88 min,07 Jun 2013,2012,"Comedy, Drama","$57,216",6.4,"9,662",Internet Movie Database,6.4/10,Rotten Tomatoes,79%,Metacritic,57/100
3650,3650,Jack the Giant Slayer,51.0,PG-13,114 min,01 Mar 2013,2013,"Adventure, Fantasy","$65,171,860",6.2,"124,740",Internet Movie Database,6.2/10,Rotten Tomatoes,53%,Metacritic,51/100
3654,3654,Jayne Mansfield's Car,48.0,R,122 min,20 Aug 2013,2012,Drama,"$14,276",6.3,"2,710",Internet Movie Database,6.3/10,Rotten Tomatoes,35%,Metacritic,48/100
3655,3655,Jobs,44.0,PG-13,128 min,16 Aug 2013,2013,"Biography, Drama","$16,117,443",5.9,"89,653",Internet Movie Database,5.9/10,Rotten Tomatoes,28%,Metacritic,44/100
3656,3656,John Dies at the End,53.0,R,99 min,25 Jan 2013,2012,"Comedy, Horror, Sci-Fi","$141,307",6.4,"34,592",Internet Movie Database,6.4/10,Rotten Tomatoes,60%,Metacritic,53/100
3657,3657,Joe,74.0,R,117 min,11 Apr 2014,2013,"Crime, Drama","$257,588",6.9,"43,278",Internet Movie Database,6.9/10,Rotten Tomatoes,85%,Metacritic,74/100
3660,3660,Justin Bieber's Believe,39.0,PG,92 min,25 Dec 2013,2013,"Documentary, Music","$2,610,574",1.8,"17,480",Internet Movie Database,1.8/10,Rotten Tomatoes,53%,Metacritic,39/100
3661,3661,Kevin Hart: Let Me Explain,53.0,R,75 min,03 Jul 2013,2013,"Documentary, Comedy","$32,200,000",6.8,"7,965",Internet Movie Database,6.8/10,Rotten Tomatoes,61%,Metacritic,53/100
3662,3662,Kick-Ass 2,41.0,R,103 min,16 Aug 2013,2013,"Action, Adventure, Comedy, Crime, Thriller","$28,800,000",6.5,"241,513",Internet Movie Database,6.5/10,Rotten Tomatoes,32%,Metacritic,41/100
3663,3663,Kill Your Darlings,65.0,R,104 min,19 Sep 2013,2013,"Biography, Drama, Romance, Thriller","$679,958",6.5,"32,891",Internet Movie Database,6.5/10,Rotten Tomatoes,76%,Metacritic,65/100
3664,3664,Killing Season,25.0,R,91 min,25 Jul 2013,2013,"Action, Drama, Thriller","$27,713",5.4,"33,914",Internet Movie Database,5.4/10,Rotten Tomatoes,10%,Metacritic,25/100
3665,3665,The Kings of Summer,61.0,R,95 min,23 Aug 2013,2013,"Adventure, Comedy, Drama","$1,300,000",7.1,"73,888",Internet Movie Database,7.1/10,Rotten Tomatoes,76%,Metacritic,61/100
3667,3667,Kiss of the Damned,48.0,R,97 min,28 Mar 2013,2012,"Drama, Horror, Romance","$9,167",5.5,"4,390",Internet Movie Database,5.5/10,Rotten Tomatoes,60%,Metacritic,48/100
3669,3669,Koch,71.0,Not Rated,100 min,08 Oct 2012,2012,"Documentary, Biography, History","$342,212",6.2,291,Internet Movie Database,6.2/10,Rotten Tomatoes,90%,Metacritic,71/100
3672,3672,The Last Exorcism Part II,35.0,PG-13,88 min,01 Mar 2013,2013,"Horror, Thriller","$15,200,000",4.0,"15,218",Internet Movie Database,4.0/10,Rotten Tomatoes,15%,Metacritic,35/100
3674,3674,The Last Stand,54.0,R,107 min,18 Jan 2013,2013,"Action, Thriller","$12,000,000",6.3,"127,363",Internet Movie Database,6.3/10,Rotten Tomatoes,61%,Metacritic,54/100
3675,3675,Last Vegas,48.0,PG-13,105 min,01 Nov 2013,2013,"Comedy, Drama","$51,434,214",6.6,"122,293",Internet Movie Database,6.6/10,Rotten Tomatoes,46%,Metacritic,48/100
3676,3676,Last Weekend,40.0,Unrated,94 min,18 Jun 2014,2014,"Comedy, Drama","$2,661",5.4,878,Internet Movie Database,5.4/10,Rotten Tomatoes,35%,Metacritic,40/100
3678,3678,Let the Fire Burn,86.0,NOT RATED,88 min,02 Oct 2013,2013,Documentary,"$59,033",7.8,"1,122",Internet Movie Database,7.8/10,Rotten Tomatoes,98%,Metacritic,86/100
3680,3680,Life of Crime,60.0,R,98 min,29 Aug 2014,2013,"Comedy, Crime","$261,695",5.8,"16,007",Internet Movie Database,5.8/10,Rotten Tomatoes,67%,Metacritic,60/100
3684,3684,The Lone Ranger,37.0,PG-13,150 min,03 Jul 2013,2013,"Action, Adventure, Western","$89,289,910",6.4,"210,579",Internet Movie Database,6.4/10,Rotten Tomatoes,31%,Metacritic,37/100
3685,3685,The Lords of Salem,57.0,R,101 min,18 Apr 2013,2012,"Horror, Thriller","$1,000,000",5.1,"25,475",Internet Movie Database,5.1/10,Rotten Tomatoes,46%,Metacritic,57/100
3687,3687,Lovelace,51.0,R,93 min,08 Aug 2013,2013,"Biography, Drama","$300,000",6.2,"36,325",Internet Movie Database,6.2/10,Rotten Tomatoes,53%,Metacritic,51/100
3688,3688,Lone Survivor,60.0,R,121 min,10 Jan 2014,2013,"Action, Biography, Drama, War","$97,665,254",7.5,"249,183",Internet Movie Database,7.5/10,Rotten Tomatoes,75%,Metacritic,60/100
3690,3690,LUV,52.0,R,94 min,01 Sep 2015,2012,"Crime, Drama","$151,089",6.0,"1,977",Internet Movie Database,6.0/10,Rotten Tomatoes,34%,Metacritic,52/100
3691,3691,Machete Kills,41.0,R,107 min,11 Oct 2013,2013,"Action, Crime, Sci-Fi, Thriller","$5,658,869",5.6,"70,790",Internet Movie Database,5.6/10,Rotten Tomatoes,30%,Metacritic,41/100
3692,3692,A Madea Christmas,28.0,PG-13,100 min,13 Dec 2013,2013,"Comedy, Drama, Romance","$52,528,330",4.9,"5,456",Internet Movie Database,4.9/10,Rotten Tomatoes,20%,Metacritic,28/100
3695,3695,Man of Steel,55.0,PG-13,143 min,14 Jun 2013,2013,"Action, Adventure, Sci-Fi","$291,021,565",7.1,"653,650",Internet Movie Database,7.1/10,Rotten Tomatoes,56%,Metacritic,55/100
3698,3698,Masterminds,47.0,PG-13,95 min,30 Sep 2016,2016,"Comedy, Crime","$17,356,894",5.8,"45,989",Internet Movie Database,5.8/10,Rotten Tomatoes,33%,Metacritic,47/100
3702,3702,Metallica Through the Never,61.0,R,93 min,04 Oct 2013,2013,Music,"$2,608,716",7.2,"15,764",Internet Movie Database,7.2/10,Rotten Tomatoes,79%,Metacritic,61/100
3703,3703,Monsters University,65.0,G,104 min,21 Jun 2013,2013,"Animation, Adventure, Comedy, Family, Fantasy","$260,300,000",7.3,"296,337",Internet Movie Database,7.3/10,Rotten Tomatoes,80%,Metacritic,65/100
3704,3704,The Mortal Instruments: City of Bones,33.0,PG-13,130 min,21 Aug 2013,2013,"Action, Fantasy, Horror, Mystery, Romance","$31,165,421",5.9,"122,776",Internet Movie Database,5.9/10,Rotten Tomatoes,14%,Metacritic,33/100
3705,3705,Movie 43,18.0,R,94 min,25 Jan 2013,2013,Comedy,"$8,700,000",4.3,"93,971",Internet Movie Database,4.3/10,Rotten Tomatoes,5%,Metacritic,18/100
3707,3707,Mud,76.0,PG-13,130 min,10 May 2013,2012,Drama,"$21,589,307",7.4,"158,067",Internet Movie Database,7.4/10,Rotten Tomatoes,97%,Metacritic,76/100
3708,3708,Nebraska,86.0,R,115 min,24 Jan 2014,2013,"Adventure, Comedy, Drama","$11,348,612",7.7,"106,006",Internet Movie Database,7.7/10,Rotten Tomatoes,91%,Metacritic,86/100
3710,3710,No One Lives,26.0,R,86 min,10 May 2013,2012,"Horror, Thriller","$53,929",6.0,"17,051",Internet Movie Database,6.0/10,Rotten Tomatoes,45%,Metacritic,26/100
3711,3711,Now You See Me,50.0,PG-13,115 min,31 May 2013,2013,"Crime, Mystery, Thriller","$117,698,894",7.3,"558,758",Internet Movie Database,7.3/10,Rotten Tomatoes,50%,Metacritic,50/100
3712,3712,Oblivion,54.0,PG-13,124 min,19 Apr 2013,2013,"Action, Adventure, Sci-Fi","$89,021,735",7.0,"458,796",Internet Movie Database,7.0/10,Rotten Tomatoes,53%,Metacritic,54/100
3715,3715,Oldboy,77.0,R,120 min,21 Nov 2003,2003,"Action, Drama, Mystery, Thriller","$637,778",8.4,"465,740",Internet Movie Database,8.4/10,Rotten Tomatoes,81%,Metacritic,77/100
3716,3716,Olympus Has Fallen,41.0,R,119 min,22 Mar 2013,2013,"Action, Thriller","$98,600,000",6.5,"239,313",Internet Movie Database,6.5/10,Rotten Tomatoes,49%,Metacritic,41/100
3717,3717,One Direction: This Is Us,49.0,PG,92 min,30 Aug 2013,2013,"Documentary, Music","$28,873,374",4.1,"23,029",Internet Movie Database,4.1/10,Rotten Tomatoes,64%,Metacritic,49/100
3718,3718,Out of the Furnace,63.0,R,116 min,06 Dec 2013,2013,"Action, Crime, Drama, Thriller","$8,314,341",6.8,"99,945",Internet Movie Database,6.8/10,Rotten Tomatoes,53%,Metacritic,63/100
3719,3719,Oz the Great and Powerful,44.0,PG,130 min,08 Mar 2013,2013,"Adventure, Family, Fantasy","$234,903,076",6.3,"193,041",Internet Movie Database,6.3/10,Rotten Tomatoes,58%,Metacritic,44/100
3720,3720,Pacific Rim,65.0,PG-13,131 min,12 Jul 2013,2013,"Action, Adventure, Sci-Fi","$101,785,482",6.9,"446,845",Internet Movie Database,6.9/10,Rotten Tomatoes,72%,Metacritic,65/100
3722,3722,Pain & Gain,45.0,R,129 min,26 Apr 2013,2013,"Action, Comedy, Crime, Drama, Thriller","$49,300,000",6.4,"189,354",Internet Movie Database,6.4/10,Rotten Tomatoes,51%,Metacritic,45/100
3726,3726,Paranoia,32.0,PG-13,106 min,16 Aug 2013,2013,"Drama, Thriller","$5,334,926",5.7,"33,366",Internet Movie Database,5.7/10,Rotten Tomatoes,7%,Metacritic,32/100
3728,3728,Parker,42.0,R,118 min,25 Jan 2013,2013,"Action, Crime, Thriller","$17,609,982",6.2,"106,683",Internet Movie Database,6.2/10,Rotten Tomatoes,41%,Metacritic,42/100
3729,3729,Parkland,51.0,PG-13,93 min,02 Oct 2013,2013,"Drama, History, Mystery, Thriller","$652,355",6.3,"14,141",Internet Movie Database,6.3/10,Rotten Tomatoes,50%,Metacritic,51/100
3731,3731,Pawn Shop Chronicles,26.0,R,112 min,18 Jan 2014,2013,"Action, Comedy, Crime","$4,915",5.9,"10,043",Internet Movie Database,5.9/10,Rotten Tomatoes,13%,Metacritic,26/100
3733,3733,Percy Jackson: Sea of Monsters,39.0,PG,106 min,07 Aug 2013,2013,"Adventure, Family, Fantasy, Thriller","$68,558,662",5.8,"103,386",Internet Movie Database,5.8/10,Rotten Tomatoes,42%,Metacritic,39/100
3734,3734,Phantom,40.0,R,98 min,01 Mar 2013,2013,"Drama, History, Thriller, War","$1,000,000",5.9,"12,836",Internet Movie Database,5.9/10,Rotten Tomatoes,25%,Metacritic,40/100
3737,3737,The Place Beyond the Pines,68.0,R,140 min,19 Apr 2013,2012,"Crime, Drama, Thriller","$21,300,000",7.3,"229,199",Internet Movie Database,7.3/10,Rotten Tomatoes,80%,Metacritic,68/100
3738,3738,Planes,39.0,PG,91 min,09 Aug 2013,2013,"Animation, Adventure, Comedy, Family","$71,270,759",5.7,"40,229",Internet Movie Database,5.7/10,Rotten Tomatoes,25%,Metacritic,39/100
3742,3742,The Pretty One,53.0,R,90 min,20 Apr 2013,2013,"Comedy, Drama","$11,186",6.3,"8,866",Internet Movie Database,6.3/10,Rotten Tomatoes,50%,Metacritic,53/100
3743,3743,Prince Avalanche,73.0,R,94 min,19 Sep 2013,2013,"Comedy, Drama","$204,951",6.4,"17,881",Internet Movie Database,6.4/10,Rotten Tomatoes,81%,Metacritic,73/100
3744,3744,Prisoners,74.0,R,153 min,20 Sep 2013,2013,"Crime, Drama, Mystery, Thriller","$60,962,878",8.1,"535,570",Internet Movie Database,8.1/10,Rotten Tomatoes,80%,Metacritic,74/100
3747,3747,The Punk Singer,75.0,Not Rated,81 min,10 Mar 2013,2013,"Documentary, Biography, Music","$121,418",7.4,"2,485",Internet Movie Database,7.4/10,Rotten Tomatoes,91%,Metacritic,75/100
3748,3748,The Purge,41.0,R,85 min,07 Jun 2013,2013,"Horror, Thriller","$64,400,000",5.7,"186,729",Internet Movie Database,5.7/10,Rotten Tomatoes,39%,Metacritic,41/100
3751,3751,RED 2,47.0,PG-13,116 min,19 Jul 2013,2013,"Action, Comedy, Crime, Thriller","$53,215,979",6.6,"150,079",Internet Movie Database,6.6/10,Rotten Tomatoes,44%,Metacritic,47/100
3753,3753,Riddick,49.0,R,119 min,06 Sep 2013,2013,"Action, Adventure, Sci-Fi, Thriller","$35,512,027",6.4,"146,174",Internet Movie Database,6.4/10,Rotten Tomatoes,57%,Metacritic,49/100
3754,3754,R.I.P.D.,25.0,PG-13,96 min,19 Jul 2013,2013,"Action, Adventure, Comedy, Crime, Fantasy, Sci-Fi","$33,500,000",5.6,"111,153",Internet Movie Database,5.6/10,Rotten Tomatoes,13%,Metacritic,25/100
3758,3758,Runner Runner,36.0,R,88 min,04 Oct 2013,2013,"Crime, Thriller","$19,316,646",5.6,"58,489",Internet Movie Database,5.6/10,Rotten Tomatoes,8%,Metacritic,36/100
3759,3759,Safe Haven,34.0,PG-13,115 min,14 Feb 2013,2013,"Drama, Romance, Thriller","$71,100,000",6.7,"98,094",Internet Movie Database,6.7/10,Rotten Tomatoes,13%,Metacritic,34/100
3760,3760,Salinger,40.0,PG-13,120 min,05 Sep 2013,2013,Documentary,"$575,775",6.7,"2,326",Internet Movie Database,6.7/10,Rotten Tomatoes,36%,Metacritic,40/100
3762,3762,Savannah,25.0,PG-13,101 min,25 Apr 2014,2013,"Drama, Family, History, Romance","$25,732",6.0,"1,333",Internet Movie Database,6.0/10,Rotten Tomatoes,13%,Metacritic,25/100
3764,3764,Saving Mr. Banks,65.0,PG-13,125 min,20 Dec 2013,2013,"Biography, Comedy, Drama, Music","$53,260,198",7.5,"142,306",Internet Movie Database,7.5/10,Rotten Tomatoes,79%,Metacritic,65/100
3766,3766,Scary Movie 5,11.0,PG-13,86 min,12 Apr 2013,2013,Comedy,"$32,014,289",3.5,"61,057",Internet Movie Database,3.5/10,Rotten Tomatoes,4%,Metacritic,11/100
3771,3771,The Secret Life of Walter Mitty,54.0,PG,114 min,25 Dec 2013,2013,"Comedy, Drama, Fantasy, Romance","$33,223,430",7.3,"277,568",Internet Movie Database,7.3/10,Rotten Tomatoes,51%,Metacritic,54/100
3777,3777,Side Effects,75.0,R,106 min,08 Feb 2013,2013,"Crime, Drama, Mystery, Thriller","$32,154,410",7.1,"170,165",Internet Movie Database,7.1/10,Rotten Tomatoes,82%,Metacritic,75/100
3780,3780,The Smurfs 2,34.0,PG,105 min,31 Jul 2013,2013,"Animation, Adventure, Comedy, Family, Fantasy","$71,017,784",5.3,"34,712",Internet Movie Database,5.3/10,Rotten Tomatoes,14%,Metacritic,34/100
3782,3782,Snitch,51.0,PG-13,112 min,22 Feb 2013,2013,"Action, Drama, Thriller","$42,908,315",6.4,"78,826",Internet Movie Database,6.4/10,Rotten Tomatoes,57%,Metacritic,51/100
3784,3784,Sound City,76.0,Not Rated,107 min,18 Jan 2013,2013,"Documentary, Music","$419,361",7.8,"11,496",Internet Movie Database,7.8/10,Rotten Tomatoes,98%,Metacritic,76/100
3788,3788,Spring Breakers,63.0,R,94 min,22 Mar 2013,2012,"Comedy, Crime, Drama","$13,900,000",5.3,"127,838",Internet Movie Database,5.3/10,Rotten Tomatoes,67%,Metacritic,63/100
3790,3790,Stand Up Guys,41.0,R,95 min,01 Feb 2013,2012,"Comedy, Crime, Thriller","$3,301,046",6.5,"50,748",Internet Movie Database,6.5/10,Rotten Tomatoes,36%,Metacritic,41/100
3791,3791,Star Trek Into Darkness,72.0,PG-13,132 min,16 May 2013,2013,"Action, Adventure, Sci-Fi","$228,756,232",7.7,"447,669",Internet Movie Database,7.7/10,Rotten Tomatoes,84%,Metacritic,72/100
3793,3793,Stoker,58.0,R,99 min,01 Mar 2013,2013,"Drama, Thriller","$1,700,000",6.8,"98,201",Internet Movie Database,6.8/10,Rotten Tomatoes,69%,Metacritic,58/100
3795,3795,Struck by Lightning,41.0,Not Rated,90 min,11 Jan 2013,2012,"Comedy, Drama","$100,000",6.3,"14,138",Internet Movie Database,6.3/10,Rotten Tomatoes,30%,Metacritic,41/100
3801,3801,A Teacher,47.0,Not Rated,75 min,06 Sep 2013,2013,"Drama, Romance","$4,000",4.8,"3,987",Internet Movie Database,4.8/10,Rotten Tomatoes,34%,Metacritic,47/100
3802,3802,Temptation: Confessions of a Marriage Counselor,26.0,PG-13,111 min,29 Mar 2013,2013,"Drama, Thriller","$51,935,916",5.0,"11,048",Internet Movie Database,5.0/10,Rotten Tomatoes,15%,Metacritic,26/100
3805,3805,The Square,73.0,R,151 min,25 Aug 2017,2017,"Comedy, Drama","$1,284,672",7.2,"45,531",Internet Movie Database,7.2/10,Rotten Tomatoes,85%,Metacritic,73/100
3806,3806,This Is the End,67.0,R,107 min,12 Jun 2013,2013,Comedy,"$96,200,000",6.6,"363,918",Internet Movie Database,6.6/10,Rotten Tomatoes,83%,Metacritic,67/100
3807,3807,Thor: The Dark World,54.0,PG-13,112 min,08 Nov 2013,2013,"Action, Adventure, Fantasy","$206,360,018",6.9,"552,056",Internet Movie Database,6.9/10,Rotten Tomatoes,67%,Metacritic,54/100
3808,3808,Turbo,58.0,PG,96 min,17 Jul 2013,2013,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport","$81,100,000",6.4,"76,049",Internet Movie Database,6.4/10,Rotten Tomatoes,67%,Metacritic,58/100
3815,3815,Upstream Color,81.0,Not Rated,96 min,30 Aug 2013,2013,"Drama, Sci-Fi","$415,067",6.7,"28,799",Internet Movie Database,6.7/10,Rotten Tomatoes,86%,Metacritic,81/100
3816,3816,V/H/S/2,49.0,R,96 min,06 Jun 2013,2013,"Horror, Thriller","$16,742",6.0,"33,786",Internet Movie Database,6.0/10,Rotten Tomatoes,70%,Metacritic,49/100
3818,3818,Violet & Daisy,43.0,R,88 min,06 Jun 2013,2011,"Action, Comedy, Crime, Drama, Thriller","$9,982",6.1,"11,375",Internet Movie Database,6.1/10,Rotten Tomatoes,22%,Metacritic,43/100
3821,3821,Warm Bodies,60.0,PG-13,98 min,01 Feb 2013,2013,"Comedy, Horror, Romance","$65,000,000",6.9,"210,160",Internet Movie Database,6.9/10,Rotten Tomatoes,82%,Metacritic,60/100
3822,3822,The Way Way Back,68.0,PG-13,103 min,26 Jul 2013,2013,"Comedy, Drama","$21,501,098",7.4,"133,807",Internet Movie Database,7.4/10,Rotten Tomatoes,83%,Metacritic,68/100
3823,3823,We Are What We Are,71.0,R,105 min,25 Oct 2013,2013,"Drama, Horror, Thriller","$54,371",5.9,"18,560",Internet Movie Database,5.9/10,Rotten Tomatoes,86%,Metacritic,71/100
3824,3824,We Steal Secrets: The Story of WikiLeaks,76.0,R,130 min,11 Jul 2013,2013,Documentary,"$158,932",6.9,"7,185",Internet Movie Database,6.9/10,Rotten Tomatoes,91%,Metacritic,76/100
3825,3825,We're the Millers,44.0,R,110 min,07 Aug 2013,2013,"Comedy, Crime","$144,900,000",7.0,"375,454",Internet Movie Database,7.0/10,Rotten Tomatoes,47%,Metacritic,44/100
3827,3827,White House Down,52.0,PG-13,131 min,28 Jun 2013,2013,"Action, Drama, Thriller","$73,103,784",6.4,"194,098",Internet Movie Database,6.4/10,Rotten Tomatoes,51%,Metacritic,52/100
3830,3830,The Wolf of Wall Street,75.0,R,180 min,25 Dec 2013,2013,"Biography, Crime, Drama","$91,330,760",8.2,"1,052,347",Internet Movie Database,8.2/10,Rotten Tomatoes,79%,Metacritic,75/100
3831,3831,The Wolverine,61.0,PG-13,126 min,26 Jul 2013,2013,"Action, Adventure, Sci-Fi","$132,550,960",6.7,"406,250",Internet Movie Database,6.7/10,Rotten Tomatoes,71%,Metacritic,61/100
3832,3832,World War Z,63.0,PG-13,116 min,21 Jun 2013,2013,"Action, Adventure, Horror, Sci-Fi, Thriller","$202,351,611",7.0,"561,383",Internet Movie Database,7.0/10,Rotten Tomatoes,66%,Metacritic,63/100
