,Unnamed: 0,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
2417,2417,The Lucky Ones,53.0,R,115 min,26 Sep 2008,2008,"Comedy, Drama, War","$183,088",7.0,"12,887",Internet Movie Database,7.0/10,Rotten Tomatoes,37%,Metacritic,53/100
2418,2418,Mad Money,41.0,PG-13,104 min,18 Jan 2008,2008,"Comedy, Crime, Thriller","$20,536,106",5.8,"19,265",Internet Movie Database,5.8/10,Rotten Tomatoes,21%,Metacritic,41/100
2419,2419,Madagascar: Escape 2 Africa,61.0,PG,89 min,07 Nov 2008,2008,"Animation, Adventure, Comedy, Family","$179,982,968",6.6,"187,405",Internet Movie Database,6.6/10,Rotten Tomatoes,64%,Metacritic,61/100
2420,2420,Made of Honor,37.0,PG-13,101 min,02 May 2008,2008,"Comedy, Romance","$46,012,734",5.9,"63,774",Internet Movie Database,5.9/10,Rotten Tomatoes,15%,Metacritic,37/100
2421,2421,Mamma Mia!,51.0,PG-13,108 min,18 Jul 2008,2008,"Comedy, Musical, Romance","$143,704,210",6.4,"196,828",Internet Movie Database,6.4/10,Rotten Tomatoes,54%,Metacritic,51/100
2422,2422,Man on Wire,89.0,PG-13,94 min,29 Aug 2008,2008,"Documentary, Biography, History","$2,600,296",7.7,"49,771",Internet Movie Database,7.7/10,Rotten Tomatoes,100%,Metacritic,89/100
2423,2423,Marley & Me,53.0,PG,115 min,25 Dec 2008,2008,"Comedy, Drama, Family","$143,084,510",7.1,"137,720",Internet Movie Database,7.1/10,Rotten Tomatoes,62%,Metacritic,53/100
2424,2424,Max Payne,31.0,PG-13,100 min,17 Oct 2008,2008,"Action, Crime, Drama, Thriller","$40,632,110",5.4,"118,175",Internet Movie Database,5.4/10,Rotten Tomatoes,16%,Metacritic,31/100
2425,2425,Meet Dave,43.0,PG,90 min,11 Jul 2008,2008,"Adventure, Comedy, Family, Romance, Sci-Fi","$11,644,832",5.0,"36,320",Internet Movie Database,5.0/10,Rotten Tomatoes,20%,Metacritic,43/100
2426,2426,Meet the Browns,45.0,PG-13,100 min,21 Mar 2008,2008,"Comedy, Drama, Romance","$41,939,392",4.3,"6,286",Internet Movie Database,4.3/10,Rotten Tomatoes,33%,Metacritic,45/100
2427,2427,Meet the Spartans,9.0,PG-13,86 min,25 Jan 2008,2008,Comedy,"$38,200,000",2.8,"97,856",Internet Movie Database,2.8/10,Rotten Tomatoes,2%,Metacritic,9/100
2428,2428,The Midnight Meat Train,58.0,R,100 min,16 May 2008,2008,"Horror, Mystery","$34,394",6.1,"56,055",Internet Movie Database,6.1/10,Rotten Tomatoes,72%,Metacritic,58/100
2429,2429,Milk,84.0,R,128 min,30 Jan 2009,2008,"Biography, Drama","$31,716,847",7.5,"157,044",Internet Movie Database,7.5/10,Rotten Tomatoes,93%,Metacritic,84/100
2430,2430,Miracle at St. Anna,37.0,R,160 min,26 Sep 2008,2008,"Action, Drama, War","$7,756,328",6.1,"17,245",Internet Movie Database,6.1/10,Rotten Tomatoes,33%,Metacritic,37/100
2431,2431,Mirrors,35.0,R,110 min,15 Aug 2008,2008,"Horror, Mystery","$30,575,158",6.1,"97,849",Internet Movie Database,6.1/10,Rotten Tomatoes,15%,Metacritic,35/100
2432,2432,The Mummy: Tomb of the Dragon Emperor,31.0,PG-13,112 min,01 Aug 2008,2008,"Action, Adventure, Fantasy, Horror, Thriller","$101,600,000",5.2,"142,856",Internet Movie Database,5.2/10,Rotten Tomatoes,13%,Metacritic,31/100
2433,2433,My Best Friend's Girl,34.0,R,101 min,19 Sep 2008,2008,"Comedy, Romance","$19,151,864",5.9,"40,937",Internet Movie Database,5.9/10,Rotten Tomatoes,14%,Metacritic,34/100
2435,2435,Never Back Down,39.0,PG-13,110 min,14 Mar 2008,2008,"Action, Drama, Sport","$24,767,490",6.6,"91,491",Internet Movie Database,6.6/10,Rotten Tomatoes,23%,Metacritic,39/100
2436,2436,Nick and Norah's Infinite Playlist,64.0,PG-13,90 min,03 Oct 2008,2008,"Comedy, Drama, Music, Romance","$31,487,293",6.6,"85,248",Internet Movie Database,6.6/10,Rotten Tomatoes,74%,Metacritic,64/100
2437,2437,Nights in Rodanthe,39.0,PG-13,97 min,26 Sep 2008,2008,"Drama, Romance","$41,840,908",6.0,"21,576",Internet Movie Database,6.0/10,Rotten Tomatoes,30%,Metacritic,39/100
2438,2438,Nim's Island,55.0,PG,96 min,04 Apr 2008,2008,"Adventure, Family, Fantasy","$47,912,652",6.0,"31,866",Internet Movie Database,6.0/10,Rotten Tomatoes,51%,Metacritic,55/100
2440,2440,Nothing Like the Holidays,50.0,PG-13,98 min,12 Dec 2008,2008,"Comedy, Drama, Romance","$7,478,384",6.1,"3,486",Internet Movie Database,6.1/10,Rotten Tomatoes,53%,Metacritic,50/100
2441,2441,One Missed Call,24.0,PG-13,87 min,04 Jan 2008,2008,"Horror, Mystery","$26,812,746",4.0,"29,743",Internet Movie Database,4.0/10,Rotten Tomatoes,0%,Metacritic,24/100
2442,2442,The Other Boleyn Girl,50.0,PG-13,115 min,29 Feb 2008,2008,"Biography, Drama, History, Romance","$26,800,000",6.7,"98,059",Internet Movie Database,6.7/10,Rotten Tomatoes,43%,Metacritic,50/100
2443,2443,Over Her Dead Body,30.0,PG-13,95 min,01 Feb 2008,2008,"Comedy, Fantasy, Romance","$7,485,689",5.2,"23,168",Internet Movie Database,5.2/10,Rotten Tomatoes,15%,Metacritic,30/100
2444,2444,Passengers,41.0,PG-13,116 min,21 Dec 2016,2016,"Drama, Romance, Sci-Fi, Thriller","$100,014,092",7.0,"316,029",Internet Movie Database,7.0/10,Rotten Tomatoes,31%,Metacritic,41/100
2448,2448,The Pirates Who Don't Do Anything: A VeggieTales Movie,49.0,G,85 min,11 Jan 2008,2008,"Animation, Adventure, Comedy, Family, Musical, Sci-Fi","$12,701,880",5.7,"2,422",Internet Movie Database,5.7/10,Rotten Tomatoes,41%,Metacritic,49/100
2450,2450,Pride and Glory,45.0,R,130 min,24 Oct 2008,2008,"Crime, Drama, Thriller","$15,709,385",6.6,"57,367",Internet Movie Database,6.6/10,Rotten Tomatoes,35%,Metacritic,45/100
2451,2451,Prom Night,17.0,PG-13,88 min,11 Apr 2008,2008,"Horror, Mystery","$43,818,159",3.9,"31,913",Internet Movie Database,3.9/10,Rotten Tomatoes,8%,Metacritic,17/100
2452,2452,The Promotion,51.0,R,86 min,13 Jun 2008,2008,Comedy,"$362,531",5.7,"17,528",Internet Movie Database,5.7/10,Rotten Tomatoes,53%,Metacritic,51/100
2454,2454,Punisher: War Zone,30.0,R,103 min,05 Dec 2008,2008,"Action, Crime, Drama, Thriller","$7,948,159",5.9,"57,835",Internet Movie Database,5.9/10,Rotten Tomatoes,29%,Metacritic,30/100
2455,2455,Quantum of Solace,58.0,PG-13,106 min,14 Nov 2008,2008,"Action, Adventure, Thriller","$168,400,000",6.6,"380,227",Internet Movie Database,6.6/10,Rotten Tomatoes,65%,Metacritic,58/100
2456,2456,Quarantine,53.0,R,89 min,10 Oct 2008,2008,"Horror, Thriller","$31,691,811",6.0,"65,945",Internet Movie Database,6.0/10,Rotten Tomatoes,56%,Metacritic,53/100
2457,2457,Rachel Getting Married,82.0,R,113 min,07 Nov 2008,2008,"Drama, Romance","$12,748,504",6.7,"45,064",Internet Movie Database,6.7/10,Rotten Tomatoes,84%,Metacritic,82/100
2458,2458,Rambo,46.0,R,92 min,25 Jan 2008,2008,"Action, Thriller","$42,724,402",7.0,"203,869",Internet Movie Database,7.0/10,Rotten Tomatoes,38%,Metacritic,46/100
2459,2459,The Reader,58.0,R,124 min,30 Jan 2009,2008,"Drama, Romance","$34,111,418",7.6,"219,397",Internet Movie Database,7.6/10,Rotten Tomatoes,63%,Metacritic,58/100
2460,2460,Redbelt,69.0,R,99 min,09 May 2008,2008,"Drama, Sport","$2,278,707",6.7,"19,846",Internet Movie Database,6.7/10,Rotten Tomatoes,68%,Metacritic,69/100
2461,2461,Religulous,56.0,R,101 min,03 Oct 2008,2008,"Documentary, Comedy, War","$12,995,673",7.6,"56,300",Internet Movie Database,7.6/10,Rotten Tomatoes,69%,Metacritic,56/100
2463,2463,Repo! The Genetic Opera,32.0,R,98 min,20 Nov 2008,2008,"Horror, Musical, Sci-Fi","$100,000",6.6,"22,534",Internet Movie Database,6.6/10,Rotten Tomatoes,39%,Metacritic,32/100
2464,2464,Revolutionary Road,69.0,R,119 min,23 Jan 2009,2008,"Drama, Romance","$22,877,808",7.3,"180,812",Internet Movie Database,7.3/10,Rotten Tomatoes,67%,Metacritic,69/100
2465,2465,Righteous Kill,36.0,R,101 min,12 Sep 2008,2008,"Crime, Mystery, Thriller","$39,983,772",6.0,"81,137",Internet Movie Database,6.0/10,Rotten Tomatoes,18%,Metacritic,36/100
2466,2466,The Rocker,53.0,PG-13,102 min,20 Aug 2008,2008,"Comedy, Music","$6,339,401",6.2,"35,558",Internet Movie Database,6.2/10,Rotten Tomatoes,41%,Metacritic,53/100
2467,2467,Role Models,61.0,R,99 min,07 Nov 2008,2008,Comedy,"$67,300,000",6.8,"212,514",Internet Movie Database,6.8/10,Rotten Tomatoes,77%,Metacritic,61/100
2468,2468,The Ruins,44.0,R,90 min,04 Apr 2008,2008,Horror,"$17,402,425",5.8,"66,470",Internet Movie Database,5.8/10,Rotten Tomatoes,48%,Metacritic,44/100
2469,2469,Saw V,20.0,R,92 min,24 Oct 2008,2008,"Horror, Mystery, Thriller","$56,729,973",5.8,"107,872",Internet Movie Database,5.8/10,Rotten Tomatoes,13%,Metacritic,20/100
2470,2470,The Secret Life of Bees,57.0,PG-13,114 min,17 Oct 2008,2008,Drama,"$37,665,012",7.3,"22,786",Internet Movie Database,7.3/10,Rotten Tomatoes,59%,Metacritic,57/100
2471,2471,Semi-Pro,47.0,R,91 min,29 Feb 2008,2008,"Comedy, Sport","$33,370,443",5.8,"74,993",Internet Movie Database,5.8/10,Rotten Tomatoes,23%,Metacritic,47/100
2472,2472,Seven Pounds,36.0,PG-13,123 min,19 Dec 2008,2008,"Drama, Romance","$69,951,824",7.6,"271,150",Internet Movie Database,7.6/10,Rotten Tomatoes,26%,Metacritic,36/100
2473,2473,Sex and the City,53.0,R,145 min,30 May 2008,2008,"Comedy, Drama, Romance","$152,595,674",5.6,"111,080",Internet Movie Database,5.6/10,Rotten Tomatoes,50%,Metacritic,53/100
2474,2474,Sex Drive,49.0,R,109 min,17 Oct 2008,2008,"Comedy, Romance","$8,364,827",6.5,"80,339",Internet Movie Database,6.5/10,Rotten Tomatoes,45%,Metacritic,49/100
2476,2476,The Sisterhood of the Traveling Pants 2,63.0,PG-13,119 min,06 Aug 2008,2008,"Comedy, Drama, Romance","$44,029,972",6.2,"25,753",Internet Movie Database,6.2/10,Rotten Tomatoes,65%,Metacritic,63/100
2478,2478,Smart People,57.0,R,95 min,11 Apr 2008,2008,"Comedy, Drama, Romance","$9,496,882",6.1,"21,936",Internet Movie Database,6.1/10,Rotten Tomatoes,49%,Metacritic,57/100
2479,2479,Soul Men,49.0,R,100 min,07 Nov 2008,2008,"Comedy, Drama, Music","$11,966,888",6.4,"10,042",Internet Movie Database,6.4/10,Rotten Tomatoes,45%,Metacritic,49/100
2480,2480,Space Chimps,36.0,G,81 min,18 Jul 2008,2008,"Animation, Adventure, Comedy, Family, Sci-Fi","$29,942,542",4.5,"10,177",Internet Movie Database,4.5/10,Rotten Tomatoes,33%,Metacritic,36/100
2481,2481,Speed Racer,37.0,PG,135 min,09 May 2008,2008,"Action, Adventure, Comedy, Drama, Family, Sci-Fi, Sport","$43,929,341",6.0,"65,715",Internet Movie Database,6.0/10,Rotten Tomatoes,40%,Metacritic,37/100
2482,2482,The Spiderwick Chronicles,62.0,PG,96 min,14 Feb 2008,2008,"Action, Adventure, Drama, Family, Fantasy","$71,148,699",6.5,"82,434",Internet Movie Database,6.5/10,Rotten Tomatoes,80%,Metacritic,62/100
2484,2484,The Spirit,30.0,PG-13,103 min,25 Dec 2008,2008,"Action, Adventure, Crime, Fantasy, Sci-Fi, Thriller","$19,781,879",4.8,"57,943",Internet Movie Database,4.8/10,Rotten Tomatoes,14%,Metacritic,30/100
2486,2486,Star Wars: The Clone Wars,35.0,PG,98 min,15 Aug 2008,2008,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","$35,089,551",5.9,"50,897",Internet Movie Database,5.9/10,Rotten Tomatoes,18%,Metacritic,35/100
2487,2487,Step Brothers,51.0,R,98 min,25 Jul 2008,2008,Comedy,"$100,468,793",6.9,"249,385",Internet Movie Database,6.9/10,Rotten Tomatoes,55%,Metacritic,51/100
2488,2488,Step Up 2: The Streets,50.0,PG-13,98 min,14 Feb 2008,2008,"Drama, Music, Romance","$58,006,147",6.2,"76,599",Internet Movie Database,6.2/10,Rotten Tomatoes,27%,Metacritic,50/100
2489,2489,Stop-Loss,61.0,R,112 min,28 Mar 2008,2008,"Drama, War","$10,796,776",6.5,"19,012",Internet Movie Database,6.5/10,Rotten Tomatoes,65%,Metacritic,61/100
2490,2490,Strange Wilderness,12.0,R,87 min,01 Feb 2008,2008,"Adventure, Comedy","$6,515,869",5.3,"20,196",Internet Movie Database,5.3/10,Rotten Tomatoes,2%,Metacritic,12/100
2491,2491,The Strangers,47.0,R,86 min,30 May 2008,2008,"Horror, Mystery, Thriller","$52,500,000",6.2,"111,380",Internet Movie Database,6.2/10,Rotten Tomatoes,48%,Metacritic,47/100
2492,2492,Street Kings,55.0,R,109 min,11 Apr 2008,2008,"Action, Crime, Drama, Thriller","$26,351,341",6.8,"103,420",Internet Movie Database,6.8/10,Rotten Tomatoes,36%,Metacritic,55/100
2493,2493,Sunshine Cleaning,61.0,R,91 min,17 Apr 2009,2008,"Comedy, Drama","$12,033,702",6.8,"67,357",Internet Movie Database,6.8/10,Rotten Tomatoes,74%,Metacritic,61/100
2494,2494,Superhero Movie,33.0,PG-13,75 min,28 Mar 2008,2008,"Action, Comedy","$25,815,447",4.5,"60,402",Internet Movie Database,4.5/10,Rotten Tomatoes,17%,Metacritic,33/100
2495,2495,Swing Vote,47.0,PG-13,120 min,01 Aug 2008,2008,"Comedy, Drama","$16,229,781",6.1,"16,930",Internet Movie Database,6.1/10,Rotten Tomatoes,38%,Metacritic,47/100
2496,2496,The Tale of Despereaux,53.0,G,93 min,19 Dec 2008,2008,"Animation, Adventure, Comedy, Family, Fantasy","$50,818,750",6.1,"34,265",Internet Movie Database,6.1/10,Rotten Tomatoes,57%,Metacritic,53/100
2497,2497,Traitor,60.0,PG-13,114 min,27 Aug 2008,2008,"Action, Crime, Drama, Thriller","$23,501,463",7.0,"53,453",Internet Movie Database,7.0/10,Rotten Tomatoes,65%,Metacritic,60/100
2498,2498,Tropic Thunder,71.0,R,107 min,13 Aug 2008,2008,"Action, Comedy, War","$110,416,702",7.0,"355,063",Internet Movie Database,7.0/10,Rotten Tomatoes,81%,Metacritic,71/100
2499,2499,Trouble the Water,83.0,Unrated,93 min,05 Dec 2008,2008,Documentary,"$146,384",7.4,"1,842",Internet Movie Database,7.4/10,Rotten Tomatoes,96%,Metacritic,83/100
2500,2500,Twilight,56.0,PG-13,122 min,21 Nov 2008,2008,"Drama, Fantasy, Romance","$191,449,475",5.2,"398,729",Internet Movie Database,5.2/10,Rotten Tomatoes,49%,Metacritic,56/100
2501,2501,U2 3D,83.0,G,85 min,22 Feb 2008,2007,"Documentary, Music","$10,362,088",8.4,"2,753",Internet Movie Database,8.4/10,Rotten Tomatoes,92%,Metacritic,83/100
2502,2502,Untraceable,32.0,R,101 min,25 Jan 2008,2008,"Crime, Mystery, Thriller","$28,687,835",6.2,"45,471",Internet Movie Database,6.2/10,Rotten Tomatoes,16%,Metacritic,32/100
2503,2503,Valkyrie,56.0,PG-13,121 min,25 Dec 2008,2008,"Drama, History, Thriller, War","$82,989,109",7.1,"215,780",Internet Movie Database,7.1/10,Rotten Tomatoes,62%,Metacritic,56/100
2504,2504,Vantage Point,40.0,PG-13,90 min,22 Feb 2008,2008,"Action, Crime, Drama, Mystery, Thriller","$72,266,306",6.6,"139,477",Internet Movie Database,6.6/10,Rotten Tomatoes,34%,Metacritic,40/100
2505,2505,Vicky Cristina Barcelona,70.0,PG-13,96 min,15 Aug 2008,2008,"Comedy, Drama, Romance","$23,164,041",7.1,"229,383",Internet Movie Database,7.1/10,Rotten Tomatoes,81%,Metacritic,70/100
2507,2507,W.,56.0,PG-13,129 min,17 Oct 2008,2008,"Biography, Comedy, Drama, History","$25,517,500",6.3,"44,701",Internet Movie Database,6.3/10,Rotten Tomatoes,58%,Metacritic,56/100
2508,2508,The Wackness,61.0,R,99 min,01 Aug 2008,2008,"Comedy, Drama, Romance","$2,100,000",7.0,"29,217",Internet Movie Database,7.0/10,Rotten Tomatoes,70%,Metacritic,61/100
2509,2509,WALL·E,95.0,G,98 min,27 Jun 2008,2008,"Animation, Adventure, Family, Sci-Fi","$223,749,872",8.4,"919,942",Internet Movie Database,8.4/10,Rotten Tomatoes,95%,Metacritic,95/100
2510,2510,Waltz with Bashir,91.0,R,90 min,12 Jun 2008,2008,"Documentary, Animation, Biography, Drama, History, Mystery, War","$2,300,000",8.0,"52,632",Internet Movie Database,8.0/10,Rotten Tomatoes,96%,Metacritic,91/100
2511,2511,Wanted,64.0,R,110 min,27 Jun 2008,2008,"Action, Crime, Fantasy, Thriller","$134,294,280",6.7,"343,350",Internet Movie Database,6.7/10,Rotten Tomatoes,71%,Metacritic,64/100
2512,2512,"War, Inc.",37.0,R,107 min,13 Jun 2008,2008,"Action, Comedy, Thriller","$515,643",5.6,"21,021",Internet Movie Database,5.6/10,Rotten Tomatoes,30%,Metacritic,37/100
2513,2513,"Welcome Home, Roscoe Jenkins",46.0,PG-13,114 min,08 Feb 2008,2008,"Comedy, Romance","$42,168,445",5.5,"12,683",Internet Movie Database,5.5/10,Rotten Tomatoes,23%,Metacritic,46/100
2515,2515,What Happens in Vegas,36.0,PG-13,99 min,09 May 2008,2008,"Comedy, Romance","$80,199,843",6.1,"158,443",Internet Movie Database,6.1/10,Rotten Tomatoes,26%,Metacritic,36/100
2517,2517,Witless Protection,17.0,PG-13,97 min,22 Feb 2008,2008,"Comedy, Crime","$4,131,640",3.3,"5,794",Internet Movie Database,3.3/10,Rotten Tomatoes,4%,Metacritic,17/100
2518,2518,The Women,27.0,PG-13,114 min,12 Sep 2008,2008,"Comedy, Drama","$26,814,683",4.9,"19,286",Internet Movie Database,4.9/10,Rotten Tomatoes,13%,Metacritic,27/100
2519,2519,The Wrestler,81.0,R,109 min,30 Jan 2009,2008,"Drama, Sport","$26,136,413",7.9,"278,886",Internet Movie Database,7.9/10,Rotten Tomatoes,98%,Metacritic,81/100
2520,2520,The X Files: I Want to Believe,47.0,PG-13,104 min,25 Jul 2008,2008,"Drama, Horror, Mystery, Sci-Fi, Thriller","$20,847,266",5.9,"86,237",Internet Movie Database,5.9/10,Rotten Tomatoes,31%,Metacritic,47/100
2521,2521,Yes Man,46.0,PG-13,104 min,19 Dec 2008,2008,"Comedy, Romance","$97,600,000",6.8,"313,645",Internet Movie Database,6.8/10,Rotten Tomatoes,46%,Metacritic,46/100
2522,2522,You Don't Mess with the Zohan,54.0,PG-13,113 min,06 Jun 2008,2008,Comedy,"$100,018,837",5.5,"179,175",Internet Movie Database,5.5/10,Rotten Tomatoes,37%,Metacritic,54/100
2523,2523,Zack and Miri Make a Porno,56.0,R,101 min,31 Oct 2008,2008,"Comedy, Romance","$31,382,624",6.5,"167,014",Internet Movie Database,6.5/10,Rotten Tomatoes,65%,Metacritic,56/100
2525,2525,12 Rounds,38.0,PG-13,108 min,27 Mar 2009,2009,"Action, Crime, Thriller","$12,200,000",5.6,"26,081",Internet Movie Database,5.6/10,Rotten Tomatoes,30%,Metacritic,38/100
2526,2526,2012,49.0,PG-13,158 min,13 Nov 2009,2009,"Action, Adventure, Sci-Fi","$166,112,167",5.8,"331,033",Internet Movie Database,5.8/10,Rotten Tomatoes,39%,Metacritic,49/100
2527,2527,9,60.0,PG-13,79 min,09 Sep 2009,2009,"Animation, Action, Adventure, Sci-Fi","$31,691,649",7.1,"126,762",Internet Movie Database,7.1/10,Rotten Tomatoes,57%,Metacritic,60/100
2528,2528,Adam,56.0,PG-13,99 min,28 Aug 2009,2009,"Comedy, Drama, Romance","$2,121,118",7.2,"32,679",Internet Movie Database,7.2/10,Rotten Tomatoes,65%,Metacritic,56/100
2529,2529,Adventureland,76.0,R,107 min,03 Apr 2009,2009,"Comedy, Drama, Romance","$15,900,000",6.8,"147,378",Internet Movie Database,6.8/10,Rotten Tomatoes,88%,Metacritic,76/100
2531,2531,Alien Trespass,48.0,PG,90 min,01 Jan 2009,2009,"Comedy, Horror, Sci-Fi, Thriller","$43,437",5.7,"3,488",Internet Movie Database,5.7/10,Rotten Tomatoes,35%,Metacritic,48/100
2532,2532,Aliens in the Attic,42.0,PG,86 min,31 Jul 2009,2009,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","$24,967,943",5.4,"19,615",Internet Movie Database,5.4/10,Rotten Tomatoes,32%,Metacritic,42/100
2533,2533,All About Steve,17.0,PG-13,99 min,04 Sep 2009,2009,"Comedy, Romance","$33,806,061",4.8,"38,141",Internet Movie Database,4.8/10,Rotten Tomatoes,6%,Metacritic,17/100
2534,2534,Alvin and the Chipmunks: The Squeakquel,41.0,PG,88 min,23 Dec 2009,2009,"Animation, Comedy, Family, Fantasy, Music","$219,304,216",4.5,"39,626",Internet Movie Database,4.5/10,Rotten Tomatoes,20%,Metacritic,41/100
2535,2535,Amelia,37.0,PG,111 min,23 Oct 2009,2009,"Adventure, Biography, Drama, Romance","$14,195,118",5.8,"11,415",Internet Movie Database,5.8/10,Rotten Tomatoes,20%,Metacritic,37/100
2536,2536,American Violet,56.0,PG-13,103 min,17 Apr 2009,2008,Drama,"$465,786",7.0,"2,296",Internet Movie Database,7.0/10,Rotten Tomatoes,75%,Metacritic,56/100
2537,2537,Angels & Demons,48.0,PG-13,138 min,15 May 2009,2009,"Mystery, Thriller","$133,375,846",6.7,"255,790",Internet Movie Database,6.7/10,Rotten Tomatoes,37%,Metacritic,48/100
2540,2540,Armored,50.0,PG-13,88 min,04 Dec 2009,2009,"Action, Crime, Thriller","$15,988,876",5.7,"28,813",Internet Movie Database,5.7/10,Rotten Tomatoes,40%,Metacritic,50/100
2542,2542,Astro Boy,53.0,PG,94 min,23 Oct 2009,2009,"Animation, Action, Comedy, Family, Sci-Fi","$19,548,064",6.3,"30,806",Internet Movie Database,6.3/10,Rotten Tomatoes,50%,Metacritic,53/100
2543,2543,Avatar,83.0,PG-13,162 min,18 Dec 2009,2009,"Action, Adventure, Fantasy, Sci-Fi","$749,700,000",7.8,"1,055,104",Internet Movie Database,7.8/10,Rotten Tomatoes,82%,Metacritic,83/100
2544,2544,Away We Go,58.0,R,98 min,26 Jun 2009,2009,"Comedy, Drama, Romance","$9,400,000",7.0,"49,911",Internet Movie Database,7.0/10,Rotten Tomatoes,67%,Metacritic,58/100
2546,2546,Bandslam,66.0,PG,111 min,14 Aug 2009,2009,"Comedy, Drama, Family, Music, Romance","$5,205,343",6.3,"13,242",Internet Movie Database,6.3/10,Rotten Tomatoes,81%,Metacritic,66/100
2547,2547,Battle for Terra,54.0,PG,85 min,01 May 2009,2007,"Animation, Action, Adventure, Sci-Fi, Thriller","$1,647,083",6.6,"10,912",Internet Movie Database,6.6/10,Rotten Tomatoes,49%,Metacritic,54/100
2550,2550,Big Fan,70.0,R,88 min,18 Jan 2009,2009,"Comedy, Crime, Drama, Sport","$105,339",6.7,"8,611",Internet Movie Database,6.7/10,Rotten Tomatoes,86%,Metacritic,70/100
2551,2551,The Blind Side,53.0,PG-13,129 min,20 Nov 2009,2009,"Biography, Drama, Sport","$255,900,000",7.6,"270,329",Internet Movie Database,7.6/10,Rotten Tomatoes,66%,Metacritic,53/100
2553,2553,The Boondock Saints II: All Saints Day,24.0,R,118 min,11 Dec 2009,2009,"Action, Crime, Thriller","$10,150,172",6.3,"59,083",Internet Movie Database,6.3/10,Rotten Tomatoes,23%,Metacritic,24/100
2554,2554,The Box,47.0,PG-13,115 min,06 Nov 2009,2009,"Drama, Fantasy, Mystery, Sci-Fi, Thriller","$114,882,598",5.5,"85,915",Internet Movie Database,5.5/10,Rotten Tomatoes,44%,Metacritic,47/100
2555,2555,Bride Wars,24.0,PG,89 min,09 Jan 2009,2009,"Comedy, Romance","$58,637,818",5.5,"95,367",Internet Movie Database,5.5/10,Rotten Tomatoes,10%,Metacritic,24/100
2556,2556,Brothers,58.0,R,105 min,04 Dec 2009,2009,"Action, Drama, Romance, Thriller, War","$28,501,651",7.1,"104,161",Internet Movie Database,7.1/10,Rotten Tomatoes,63%,Metacritic,58/100
2557,2557,The Brothers Bloom,55.0,PG-13,114 min,19 Jun 2009,2008,"Action, Adventure, Comedy, Crime, Drama, Romance","$3,479,844",6.8,"46,593",Internet Movie Database,6.8/10,Rotten Tomatoes,68%,Metacritic,55/100
2559,2559,Brothers at War,60.0,R,110 min,13 Mar 2009,2009,"Documentary, War","$33,142",6.6,556,Internet Movie Database,6.6/10,Rotten Tomatoes,70%,Metacritic,60/100
