,Title,Metascore,Rated,Runtime,Released,Year,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score
4362,Trespass Against Us,50,R,99 min,24 Nov 2016,2016,"Action, Crime, Drama, Thriller",N/A,5.8,"6,762",Internet Movie Database,5.8/10,Rotten Tomatoes,57%,Metacritic,50/100
4363,Sophie and the Rising Sun,55,R,105 min,22 Jan 2016,2016,Drama,"$30,348",6.5,926,Internet Movie Database,6.5/10,Rotten Tomatoes,64%,Metacritic,55/100
4364,A Dog's Purpose,43,PG,100 min,27 Jan 2017,2017,"Adventure, Comedy, Drama, Family, Fantasy","$64,304,940",7.1,"56,364",Internet Movie Database,7.1/10,Rotten Tomatoes,35%,Metacritic,43/100
4365,Resident Evil: The Final Chapter,49,R,107 min,27 Jan 2017,2016,"Action, Horror, Sci-Fi, Thriller","$26,844,692",5.5,"76,157",Internet Movie Database,5.5/10,Rotten Tomatoes,37%,Metacritic,49/100
4366,Lost in Florence,28,Not Rated,97 min,27 Jan 2017,2017,"Adventure, Drama, Romance",N/A,5.1,606,Internet Movie Database,5.1/10,Rotten Tomatoes,14%,Metacritic,28/100
4367,I Am Michael,56,Not Rated,98 min,27 Jan 2017,2015,"Biography, Drama, Romance",N/A,5.7,"4,254",Internet Movie Database,5.7/10,Rotten Tomatoes,64%,Metacritic,56/100
4368,iBoy,50,N/A,90 min,27 Jan 2017,2017,"Action, Crime, Sci-Fi, Thriller",N/A,6.0,"17,471",Internet Movie Database,6.0/10,Rotten Tomatoes,67%,Metacritic,50/100
4369,Rings,25,PG-13,102 min,03 Feb 2017,2017,"Drama, Horror, Mystery, Romance, Thriller","$27,766,716",4.5,"34,759",Internet Movie Database,4.5/10,Rotten Tomatoes,8%,Metacritic,25/100
4370,The Space Between Us,33,PG-13,120 min,03 Feb 2017,2017,"Adventure, Drama, Romance, Sci-Fi","$7,829,766",6.4,"42,315",Internet Movie Database,6.4/10,Rotten Tomatoes,16%,Metacritic,33/100
4371,Youth in Oregon,38,N/A,105 min,03 Feb 2017,2016,"Comedy, Drama",N/A,5.6,989,Internet Movie Database,5.6/10,Rotten Tomatoes,45%,Metacritic,38/100
4372,I Am Not Your Negro,95,PG-13,93 min,17 Feb 2017,2016,Documentary,"$7,120,626",7.8,"14,152",Internet Movie Database,7.8/10,Rotten Tomatoes,98%,Metacritic,95/100
4373,Growing Up Smith,N/A,PG-13,102 min,03 Feb 2017,2015,"Comedy, Drama, Family","$14,867",6.8,939,Internet Movie Database,6.8/10,Rotten Tomatoes,73%,null,null
4374,The Lego Batman Movie,75,PG,104 min,10 Feb 2017,2017,"Animation, Action, Comedy, Family","$175,686,290",7.3,"118,822",Internet Movie Database,7.3/10,Rotten Tomatoes,90%,Metacritic,75/100
4375,Fifty Shades Darker,33,R,118 min,10 Feb 2017,2017,"Drama, Romance","$114,376,885",4.6,"83,126",Internet Movie Database,4.6/10,Rotten Tomatoes,11%,Metacritic,33/100
4376,John Wick: Chapter 2,75,R,122 min,10 Feb 2017,2017,"Action, Crime, Thriller","$91,970,516",7.5,"312,934",Internet Movie Database,7.5/10,Rotten Tomatoes,89%,Metacritic,75/100
4377,Bornless Ones,N/A,N/A,81 min,10 Feb 2017,2016,Horror,N/A,4.6,965,Internet Movie Database,4.6/10,null,null,null,null
4378,The Great Wall,42,PG-13,103 min,17 Feb 2017,2016,"Action, Adventure, Fantasy, Thriller","$45,125,480",5.9,"113,655",Internet Movie Database,5.9/10,Rotten Tomatoes,36%,Metacritic,42/100
4379,A Cure for Wellness,47,R,146 min,17 Feb 2017,2016,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","$8,103,139",6.4,"72,390",Internet Movie Database,6.4/10,Rotten Tomatoes,42%,Metacritic,47/100
4380,Fist Fight,37,R,91 min,17 Feb 2017,2017,Comedy,"$32,153,522",5.6,"35,990",Internet Movie Database,5.6/10,Rotten Tomatoes,24%,Metacritic,37/100
4381,American Fable,55,Not Rated,96 min,17 Feb 2017,2016,Thriller,N/A,6.1,"3,476",Internet Movie Database,6.1/10,Rotten Tomatoes,73%,Metacritic,55/100
4382,XX,64,R,80 min,17 Feb 2017,2017,Horror,"$30,611",4.5,"10,010",Internet Movie Database,4.5/10,Rotten Tomatoes,70%,Metacritic,64/100
4383,Lovesong,74,Not Rated,84 min,17 Feb 2017,2016,"Drama, Romance","$10,545",6.3,"3,391",Internet Movie Database,6.3/10,Rotten Tomatoes,82%,Metacritic,74/100
4384,Get Out,84,R,104 min,24 Feb 2017,2017,"Horror, Mystery, Thriller","$175,428,355",7.7,"416,862",Internet Movie Database,7.7/10,Rotten Tomatoes,98%,Metacritic,84/100
4385,Rock Dog,48,PG,90 min,24 Feb 2017,2016,"Animation, Adventure, Comedy, Family, Music",N/A,5.9,"4,133",Internet Movie Database,5.9/10,Metacritic,48/100,null,null
4386,Collide,33,PG-13,99 min,24 Feb 2017,2016,"Action, Crime, Thriller","$2,196,654",5.7,"13,547",Internet Movie Database,5.7/10,Rotten Tomatoes,21%,Metacritic,33/100
4387,The Girl with All the Gifts,67,R,111 min,26 Jan 2017,2016,"Drama, Horror, Sci-Fi, Thriller",N/A,6.6,"47,792",Internet Movie Database,6.6/10,Rotten Tomatoes,86%,Metacritic,67/100
4388,I Don't Feel at Home in This World Anymore.,75,TV-MA,93 min,24 Feb 2017,2017,"Comedy, Crime, Drama, Thriller",N/A,6.9,"39,057",Internet Movie Database,6.9/10,Rotten Tomatoes,89%,Metacritic,75/100
4389,Contemporary Color,79,PG-13,97 min,14 Apr 2016,2016,"Documentary, Music","$15,275",6.3,114,Internet Movie Database,6.3/10,Rotten Tomatoes,69%,Metacritic,79/100
4390,Logan,77,R,137 min,03 Mar 2017,2017,"Action, Drama, Sci-Fi, Thriller","$226,276,809",8.1,"575,839",Internet Movie Database,8.1/10,Rotten Tomatoes,93%,Metacritic,77/100
4391,The Shack,32,PG-13,132 min,03 Mar 2017,2017,"Drama, Fantasy","$57,330,873",6.3,"26,627",Internet Movie Database,6.3/10,Rotten Tomatoes,20%,Metacritic,32/100
4392,Before I Fall,58,PG-13,98 min,03 Mar 2017,2017,"Drama, Fantasy, Mystery","$12,230,741",6.4,"40,186",Internet Movie Database,6.4/10,Rotten Tomatoes,64%,Metacritic,58/100
4393,Table 19,40,PG-13,87 min,03 Mar 2017,2017,"Comedy, Drama, Romance","$3,606,977",5.8,"23,312",Internet Movie Database,5.8/10,Rotten Tomatoes,26%,Metacritic,40/100
4394,The Last Word,40,R,108 min,03 Mar 2017,2017,"Comedy, Drama","$1,782,667",6.6,"6,494",Internet Movie Database,6.6/10,Rotten Tomatoes,39%,Metacritic,40/100
4395,Catfight,66,Not Rated,95 min,03 Mar 2017,2016,"Comedy, Drama",N/A,5.8,"4,350",Internet Movie Database,5.8/10,Metacritic,66/100,null,null
4396,Donald Cried,72,Not Rated,85 min,12 Mar 2016,2016,"Comedy, Drama","$61,309",6.5,951,Internet Movie Database,6.5/10,Rotten Tomatoes,94%,Metacritic,72/100
4397,Kong: Skull Island,62,PG-13,118 min,10 Mar 2017,2017,"Action, Adventure, Fantasy, Sci-Fi","$167,986,460",6.6,"243,946",Internet Movie Database,6.6/10,Rotten Tomatoes,75%,Metacritic,62/100
4398,Burning Sands,63,TV-MA,96 min,10 Mar 2017,2017,Drama,N/A,6.1,"2,299",Internet Movie Database,6.1/10,Rotten Tomatoes,88%,Metacritic,63/100
4399,Beauty and the Beast,95,G,84 min,22 Nov 1991,1991,"Animation, Family, Fantasy, Musical, Romance","$47,611,331",8.0,"395,317",Internet Movie Database,8.0/10,Rotten Tomatoes,94%,Metacritic,95/100
4400,The Belko Experiment,44,R,89 min,17 Mar 2017,2016,"Horror, Thriller","$10,164,675",6.1,"39,318",Internet Movie Database,6.1/10,Rotten Tomatoes,52%,Metacritic,44/100
4401,Song to Song,54,R,129 min,17 Mar 2017,2017,"Drama, Music, Romance","$421,856",5.7,"15,947",Internet Movie Database,5.7/10,Rotten Tomatoes,43%,Metacritic,54/100
4402,Atomica,33,Not Rated,81 min,17 Mar 2017,2017,"Sci-Fi, Thriller",N/A,4.1,"1,836",Internet Movie Database,4.1/10,Metacritic,33/100,null,null
4403,All Nighter,37,R,86 min,24 Mar 2017,2017,"Comedy, Drama",N/A,5.7,"5,388",Internet Movie Database,5.7/10,Rotten Tomatoes,8%,Metacritic,37/100
4404,The Devil's Candy,72,Not Rated,79 min,17 Mar 2017,2015,"Drama, Horror, Thriller",N/A,6.4,"14,497",Internet Movie Database,6.4/10,Rotten Tomatoes,92%,Metacritic,72/100
4405,Power Rangers,44,PG-13,124 min,24 Mar 2017,2017,"Action, Adventure, Sci-Fi","$85,275,488",5.9,"94,494",Internet Movie Database,5.9/10,Rotten Tomatoes,50%,Metacritic,44/100
4406,Life,54,R,104 min,24 Mar 2017,2017,"Horror, Sci-Fi, Thriller","$30,180,466",6.6,"185,922",Internet Movie Database,6.6/10,Rotten Tomatoes,68%,Metacritic,54/100
4407,CHIPS,28,R,100 min,24 Mar 2017,2017,"Action, Comedy, Crime","$18,591,819",6.0,"38,012",Internet Movie Database,6.0/10,Rotten Tomatoes,18%,Metacritic,28/100
4408,Wilson,49,R,94 min,24 Mar 2017,2017,"Comedy, Drama","$652,997",5.8,"9,115",Internet Movie Database,5.8/10,Rotten Tomatoes,48%,Metacritic,49/100
4409,Victor,N/A,PG-13,105 min,24 Mar 2017,2015,"Biography, Crime, Drama",N/A,6.8,197,Internet Movie Database,6.8/10,null,null,null,null
4410,Car Dogs,N/A,R,104 min,01 Jan 2017,2016,"Comedy, Drama",N/A,5.1,425,Internet Movie Database,5.1/10,null,null,null,null
4411,Walk of Fame,N/A,N/A,93 min,24 Mar 2017,2017,Comedy,N/A,3.1,751,Internet Movie Database,3.1/10,null,null,null,null
4412,Ghost in the Shell,52,PG-13,107 min,31 Mar 2017,2017,"Action, Drama, Sci-Fi, Thriller","$40,533,014",6.4,"180,511",Internet Movie Database,6.4/10,Rotten Tomatoes,43%,Metacritic,52/100
4413,The Boss Baby,50,PG,97 min,31 Mar 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$174,996,080",6.3,"95,726",Internet Movie Database,6.3/10,Rotten Tomatoes,52%,Metacritic,50/100
4414,The Zookeeper's Wife,57,PG-13,127 min,07 Apr 2017,2017,"Biography, Drama, History, War","$17,407,536",7.0,"32,882",Internet Movie Database,7.0/10,Rotten Tomatoes,62%,Metacritic,57/100
4415,The Blackcoat's Daughter,68,R,93 min,16 Feb 2017,2015,"Horror, Thriller","$19,980",5.9,"14,147",Internet Movie Database,5.9/10,Rotten Tomatoes,73%,Metacritic,68/100
4416,The Discovery,54,TV-MA,102 min,31 Mar 2017,2017,"Drama, Romance, Sci-Fi, Thriller",N/A,6.3,"25,282",Internet Movie Database,6.3/10,Rotten Tomatoes,45%,Metacritic,54/100
4417,Carrie Pilby,52,Not Rated,98 min,04 Apr 2017,2016,"Comedy, Drama","$19,025",6.6,"4,886",Internet Movie Database,6.6/10,Rotten Tomatoes,64%,Metacritic,52/100
4418,Title,N/A,N/A,N/A,N/A,1978,Short,N/A,3.3,13,Internet Movie Database,3.3/10,null,null,null,null
4419,The Case for Christ,50,PG,112 min,07 Apr 2017,2017,"Biography, Drama","$14,678,714",6.2,"6,680",Internet Movie Database,6.2/10,Rotten Tomatoes,59%,Metacritic,50/100
4420,Smurfs: The Lost Village,40,PG,90 min,07 Apr 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$45,011,202",6.0,"16,013",Internet Movie Database,6.0/10,Rotten Tomatoes,40%,Metacritic,40/100
4421,Going in Style,50,PG-13,96 min,07 Apr 2017,2017,"Comedy, Crime",N/A,6.6,"67,784",Internet Movie Database,6.6/10,Rotten Tomatoes,82%,Metacritic,50/100
4422,Colossal,70,R,109 min,21 Apr 2017,2016,"Comedy, Drama, Fantasy, Sci-Fi, Thriller","$3,027,134",6.2,"51,810",Internet Movie Database,6.2/10,Rotten Tomatoes,81%,Metacritic,70/100
4423,Gifted,60,PG-13,101 min,12 Apr 2017,2017,Drama,"$24,799,765",7.6,"85,318",Internet Movie Database,7.6/10,Rotten Tomatoes,73%,Metacritic,60/100
4424,Aftermath,44,R,94 min,07 Apr 2017,2017,"Drama, Thriller",N/A,5.7,"18,486",Internet Movie Database,5.7/10,Rotten Tomatoes,42%,Metacritic,44/100
4425,The Fate of the Furious,56,PG-13,136 min,14 Apr 2017,2017,"Action, Adventure, Thriller","$225,697,400",6.7,"184,589",Internet Movie Database,6.7/10,Rotten Tomatoes,67%,Metacritic,56/100
4426,Spark,N/A,NOT RATED,103 min,16 Jan 1998,1998,"Drama, Thriller",N/A,5.5,207,Internet Movie Database,5.5/10,null,null,null,null
4427,The Lost City of Z,78,PG-13,141 min,21 Apr 2017,2016,"Biography, Drama, History","$8,554,554",6.6,"67,977",Internet Movie Database,6.6/10,Rotten Tomatoes,86%,Metacritic,78/100
4428,My Entire High School Sinking Into the Sea,72,PG-13,75 min,23 Sep 2016,2016,"Animation, Comedy, Drama","$65,250",6.1,759,Internet Movie Database,6.1/10,Rotten Tomatoes,84%,Metacritic,72/100
4429,The Outcasts,47,PG-13,95 min,14 Apr 2017,2017,Comedy,N/A,5.5,"3,106",Internet Movie Database,5.5/10,Rotten Tomatoes,50%,Metacritic,47/100
4430,Born in China,57,G,79 min,21 Apr 2017,2016,Documentary,"$13,861,159",7.2,"3,059",Internet Movie Database,7.2/10,Rotten Tomatoes,84%,Metacritic,57/100
4431,Unforgettable,N/A,TV-14,60 min,20 Sep 2011,2011–2016,"Crime, Drama, Mystery",null,6.7,"14,906",Internet Movie Database,6.7/10,null,null,null,null
4432,The Promise,49,PG-13,133 min,21 Apr 2017,2016,"Drama, History","$8,186,236",5.9,"164,871",Internet Movie Database,5.9/10,Rotten Tomatoes,50%,Metacritic,49/100
4433,The Circle,43,PG-13,110 min,28 Apr 2017,2017,"Drama, Sci-Fi, Thriller","$20,476,300",5.3,"74,355",Internet Movie Database,5.3/10,Rotten Tomatoes,15%,Metacritic,43/100
4434,How to Be a Latin Lover,54,PG-13,115 min,28 Apr 2017,2017,"Comedy, Drama","$32,088,029",5.9,"12,061",Internet Movie Database,5.9/10,Rotten Tomatoes,38%,Metacritic,54/100
4435,Sleight,62,R,89 min,28 Apr 2017,2016,"Action, Drama, Sci-Fi, Thriller","$3,847,290",5.9,"7,217",Internet Movie Database,5.9/10,Rotten Tomatoes,77%,Metacritic,62/100
4436,Guardians of the Galaxy Vol. 2,67,PG-13,136 min,05 May 2017,2017,"Action, Adventure, Comedy, Sci-Fi","$389,804,217",7.6,"502,562",Internet Movie Database,7.6/10,Rotten Tomatoes,84%,Metacritic,67/100
4437,The Lovers,N/A,Not Rated,90 min,26 Oct 1959,1958,"Drama, Romance",N/A,7.3,"4,209",Internet Movie Database,7.3/10,Rotten Tomatoes,100%,null,null
4438,3 Generations,47,PG-13,92 min,29 Sep 2016,2015,Drama,"$66,371",5.9,"5,125",Internet Movie Database,5.9/10,Rotten Tomatoes,32%,Metacritic,47/100
4439,King Arthur: Legend of the Sword,41,PG-13,126 min,12 May 2017,2017,"Action, Adventure, Drama, Fantasy","$39,037,047",6.8,"172,159",Internet Movie Database,6.8/10,Rotten Tomatoes,31%,Metacritic,41/100
4440,Snatched,45,R,90 min,12 May 2017,2017,"Action, Adventure, Comedy","$45,850,343",4.5,"30,678",Internet Movie Database,4.5/10,Rotten Tomatoes,36%,Metacritic,45/100
4441,Lowriders,57,PG-13,98 min,12 May 2017,2016,"Adventure, Crime, Drama","$6,155,650",5.7,"1,977",Internet Movie Database,5.7/10,Rotten Tomatoes,57%,Metacritic,57/100
4442,The Wall,57,R,88 min,18 May 2017,2017,"Action, Drama, Thriller, War","$1,803,009",6.2,"20,856",Internet Movie Database,6.2/10,Rotten Tomatoes,64%,Metacritic,57/100
4443,Paris Can Wait,48,PG,92 min,07 Jul 2017,2016,"Comedy, Drama, Romance","$5,617,321",5.8,"6,668",Internet Movie Database,5.8/10,Rotten Tomatoes,46%,Metacritic,48/100
4444,Alien: Covenant,65,R,122 min,19 May 2017,2017,"Horror, Sci-Fi, Thriller","$74,255,908",6.4,"232,299",Internet Movie Database,6.4/10,Rotten Tomatoes,66%,Metacritic,65/100
4445,Diary of a Wimpy Kid: The Long Haul,39,PG,91 min,19 May 2017,2017,"Comedy, Family","$20,737,440",4.4,"5,853",Internet Movie Database,4.4/10,Rotten Tomatoes,18%,Metacritic,39/100
4446,"Everything, Everything",52,PG-13,96 min,19 May 2017,2017,"Drama, Romance","$34,091,886",6.4,"28,071",Internet Movie Database,6.4/10,Rotten Tomatoes,45%,Metacritic,52/100
4447,Wakefield,62,R,106 min,19 May 2017,2016,"Comedy, Drama",N/A,6.3,"13,426",Internet Movie Database,6.3/10,Rotten Tomatoes,74%,Metacritic,62/100
4448,Baywatch,37,R,116 min,25 May 2017,2017,"Action, Comedy, Crime","$58,009,442",5.5,"141,995",Internet Movie Database,5.5/10,Rotten Tomatoes,18%,Metacritic,37/100
4449,Pirates of the Caribbean: Dead Men Tell No Tales,39,PG-13,129 min,26 May 2017,2017,"Action, Adventure, Fantasy","$172,537,139",6.6,"233,146",Internet Movie Database,6.6/10,Rotten Tomatoes,29%,Metacritic,39/100
4450,Buena Vista Social Club: Adios,67,PG,110 min,26 May 2017,2017,Documentary,"$118,253",6.9,243,Internet Movie Database,6.9/10,Rotten Tomatoes,68%,Metacritic,67/100
4451,War Machine,56,TV-MA,122 min,26 May 2017,2017,"Comedy, Drama, War",N/A,6.0,"35,747",Internet Movie Database,6.0/10,Rotten Tomatoes,48%,Metacritic,56/100
4452,Wonder Woman,76,PG-13,141 min,02 Jun 2017,2017,"Action, Adventure, Fantasy, Sci-Fi, War","$412,400,625",7.4,"498,325",Internet Movie Database,7.4/10,Rotten Tomatoes,93%,Metacritic,76/100
4453,Captain Underpants: The First Epic Movie,69,PG,89 min,02 Jun 2017,2017,"Animation, Action, Comedy, Family","$73,895,861",6.2,"22,524",Internet Movie Database,6.2/10,Rotten Tomatoes,88%,Metacritic,69/100
4454,Dean,58,PG-13,94 min,02 Jun 2017,2016,"Comedy, Drama, Romance","$248,849",6.3,"1,631",Internet Movie Database,6.3/10,Rotten Tomatoes,61%,Metacritic,58/100
4455,The Mummy,48,PG-13,124 min,07 May 1999,1999,"Action, Adventure, Fantasy",N/A,7.0,"370,170",Internet Movie Database,7.0/10,Rotten Tomatoes,59%,Metacritic,48/100
4456,It Comes at Night,78,R,91 min,09 Jun 2017,2017,"Horror, Mystery","$13,985,117",6.2,"70,624",Internet Movie Database,6.2/10,Rotten Tomatoes,87%,Metacritic,78/100
4457,My Cousin Rachel,63,PG-13,106 min,09 Jun 2017,2017,"Drama, Mystery, Romance","$2,711,003",6.0,"15,916",Internet Movie Database,6.0/10,Rotten Tomatoes,76%,Metacritic,63/100
4458,Megan Leavey,66,PG-13,116 min,09 Jun 2017,2017,"Biography, Drama, War","$13,401,068",7.1,"19,453",Internet Movie Database,7.1/10,Rotten Tomatoes,87%,Metacritic,66/100
4459,Beatriz at Dinner,68,R,82 min,09 Jun 2017,2017,"Comedy, Drama","$7,115,001",6.0,"8,132",Internet Movie Database,6.0/10,Rotten Tomatoes,74%,Metacritic,68/100
4460,Cars 3,59,G,102 min,16 Jun 2017,2017,"Animation, Adventure, Comedy, Family, Sport","$152,603,003",6.7,"61,984",Internet Movie Database,6.7/10,Rotten Tomatoes,69%,Metacritic,59/100
4461,Rough Night,51,R,101 min,16 Jun 2017,2017,"Comedy, Crime, Thriller","$22,092,592",5.2,"41,148",Internet Movie Database,5.2/10,Rotten Tomatoes,44%,Metacritic,51/100
4462,All Eyez on Me,38,R,139 min,16 Jun 2017,2017,"Biography, Drama, Music","$44,892,121",5.8,"18,965",Internet Movie Database,5.8/10,Rotten Tomatoes,18%,Metacritic,38/100
4463,47 Meters Down,52,PG-13,89 min,16 Jun 2017,2017,"Adventure, Drama, Horror, Thriller","$44,305,642",5.6,"41,019",Internet Movie Database,5.6/10,Rotten Tomatoes,54%,Metacritic,52/100
4464,The Book of Henry,31,PG-13,105 min,23 Jun 2017,2017,"Crime, Drama, Thriller","$4,219,536",6.6,"20,565",Internet Movie Database,6.6/10,Rotten Tomatoes,22%,Metacritic,31/100
4465,Transformers: The Last Knight,27,PG-13,154 min,21 Jun 2017,2017,"Action, Adventure, Sci-Fi","$130,104,634",5.2,"121,971",Internet Movie Database,5.2/10,Rotten Tomatoes,15%,Metacritic,27/100
4466,The Beguiled,77,R,93 min,30 Jun 2017,2017,"Drama, Thriller","$10,542,504",6.3,"44,320",Internet Movie Database,6.3/10,Rotten Tomatoes,79%,Metacritic,77/100
4467,The Big Sick,86,R,120 min,14 Jul 2017,2017,"Comedy, Drama, Romance","$42,824,653",7.6,"106,600",Internet Movie Database,7.6/10,Rotten Tomatoes,98%,Metacritic,86/100
4468,The Bad Batch,62,R,118 min,23 Jun 2017,2016,"Drama, Horror, Romance, Sci-Fi","$180,851",5.3,"21,731",Internet Movie Database,5.3/10,Rotten Tomatoes,47%,Metacritic,62/100
4469,Baby Driver,86,R,113 min,28 Jun 2017,2017,"Action, Crime, Drama, Music, Thriller","$107,770,367",7.6,"377,897",Internet Movie Database,7.6/10,Rotten Tomatoes,93%,Metacritic,86/100
4470,Okja,75,TV-MA,120 min,28 Jun 2017,2017,"Action, Adventure, Drama, Sci-Fi",N/A,7.3,"75,072",Internet Movie Database,7.3/10,Rotten Tomatoes,86%,Metacritic,75/100
4471,Despicable Me 3,49,PG,89 min,30 Jun 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","$264,194,540",6.3,"96,116",Internet Movie Database,6.3/10,Rotten Tomatoes,58%,Metacritic,49/100
4472,The House,30,R,88 min,30 Jun 2017,2017,"Comedy, Crime","$25,563,273",5.6,"34,966",Internet Movie Database,5.6/10,Rotten Tomatoes,20%,Metacritic,30/100
4473,The Little Hours,69,R,90 min,30 Jun 2017,2017,"Comedy, Romance","$1,623,366",5.8,"15,830",Internet Movie Database,5.8/10,Rotten Tomatoes,78%,Metacritic,69/100
4474,Inconceivable,N/A,R,105 min,30 Jun 2017,2017,"Drama, Thriller",N/A,5.2,"7,174",Internet Movie Database,5.2/10,Rotten Tomatoes,31%,null,null
4475,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4476,Title,N/A,N/A,N/A,N/A,1978,Short,N/A,3.3,13,Internet Movie Database,3.3/10,null,null,null,null
4477,A Ghost Story,84,R,92 min,27 Jul 2017,2017,"Drama, Fantasy, Romance","$1,594,798",6.8,"48,114",Internet Movie Database,6.8/10,Rotten Tomatoes,90%,Metacritic,84/100
4478,Spider-Man: Homecoming,73,PG-13,133 min,07 Jul 2017,2017,"Action, Adventure, Sci-Fi","$334,166,825",7.4,"452,558",Internet Movie Database,7.4/10,Rotten Tomatoes,92%,Metacritic,73/100
4479,War for the Planet of the Apes,82,PG-13,140 min,14 Jul 2017,2017,"Action, Adventure, Drama, Sci-Fi, Thriller","$146,872,826",7.4,"206,234",Internet Movie Database,7.4/10,Rotten Tomatoes,94%,Metacritic,82/100
4480,Wish Upon,32,PG-13,90 min,14 Jul 2017,2017,"Drama, Fantasy, Horror, Mystery, Thriller","$14,301,001",5.0,"15,443",Internet Movie Database,5.0/10,Rotten Tomatoes,19%,Metacritic,32/100
4481,Dunkirk,94,PG-13,106 min,21 Jul 2017,2017,"Action, Drama, History, Thriller, War","$188,042,171",7.9,"478,576",Internet Movie Database,7.9/10,Rotten Tomatoes,92%,Metacritic,94/100
4482,Valerian and the City of a Thousand Planets,51,PG-13,137 min,21 Jul 2017,2017,"Action, Adventure, Fantasy, Sci-Fi","$40,442,321",6.5,"143,415",Internet Movie Database,6.5/10,Rotten Tomatoes,48%,Metacritic,51/100
4483,Girls Trip,71,R,122 min,21 Jul 2017,2017,"Adventure, Comedy, Drama","$115,088,305",6.2,"30,274",Internet Movie Database,6.2/10,Rotten Tomatoes,91%,Metacritic,71/100
4484,First Kill,39,R,97 min,21 Jul 2017,2017,"Action, Thriller",N/A,4.9,"8,168",Internet Movie Database,4.9/10,Rotten Tomatoes,12%,Metacritic,39/100
4485,Atomic Blonde,63,R,115 min,28 Jul 2017,2017,"Action, Mystery, Thriller","$51,536,935",6.7,"154,612",Internet Movie Database,6.7/10,Rotten Tomatoes,78%,Metacritic,63/100
4486,The Emoji Movie,12,PG,86 min,28 Jul 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$86,053,485",3.2,"49,847",Internet Movie Database,3.2/10,Rotten Tomatoes,7%,Metacritic,12/100
4487,An Inconvenient Sequel: Truth to Power,68,PG,98 min,04 Aug 2017,2017,Documentary,"$3,456,144",6.4,"6,984",Internet Movie Database,6.4/10,Rotten Tomatoes,79%,Metacritic,68/100
4488,Detroit,77,R,143 min,04 Aug 2017,2017,"Crime, Drama, History, Thriller","$16,788,494",7.3,"41,570",Internet Movie Database,7.3/10,Rotten Tomatoes,84%,Metacritic,77/100
4489,Brigsby Bear,68,PG-13,97 min,21 Sep 2017,2017,"Comedy, Drama","$529,426",7.3,"13,997",Internet Movie Database,7.3/10,Rotten Tomatoes,82%,Metacritic,68/100
4490,Menashe,81,PG,82 min,28 Jul 2017,2017,Drama,"$1,688,620",6.5,"1,538",Internet Movie Database,6.5/10,Rotten Tomatoes,96%,Metacritic,81/100
4491,The Dark Tower,34,PG-13,95 min,04 Aug 2017,2017,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western","$50,644,837",5.6,"112,421",Internet Movie Database,5.6/10,Rotten Tomatoes,16%,Metacritic,34/100
4492,Kidnap,44,R,95 min,04 Aug 2017,2017,"Crime, Drama, Thriller","$30,597,319",5.9,"29,645",Internet Movie Database,5.9/10,Rotten Tomatoes,37%,Metacritic,44/100
4493,Step,81,PG,84 min,04 Aug 2017,2017,Documentary,"$1,137,759",6.9,759,Internet Movie Database,6.9/10,Rotten Tomatoes,96%,Metacritic,81/100
4494,Wind River,73,R,107 min,18 Aug 2017,2017,"Crime, Drama, Mystery, Thriller","$33,782,714",7.7,"174,310",Internet Movie Database,7.7/10,Rotten Tomatoes,87%,Metacritic,73/100
4495,Armed Response,13,R,93 min,09 Aug 2017,2017,"Action, Horror, Thriller",N/A,3.7,"1,774",Internet Movie Database,3.7/10,Rotten Tomatoes,0%,Metacritic,13/100
4496,Annabelle: Creation,62,R,109 min,11 Aug 2017,2017,"Horror, Mystery, Thriller","$101,788,793",6.5,"96,212",Internet Movie Database,6.5/10,Rotten Tomatoes,71%,Metacritic,62/100
4497,The Glass Castle,56,PG-13,127 min,11 Aug 2017,2017,"Biography, Drama","$17,238,739",7.2,"24,560",Internet Movie Database,7.2/10,Rotten Tomatoes,52%,Metacritic,56/100
4498,The Nut Job 2: Nutty by Nature,36,PG,91 min,11 Aug 2017,2017,"Animation, Adventure, Comedy, Family, Fantasy","$28,342,490",5.4,"4,999",Internet Movie Database,5.4/10,Rotten Tomatoes,15%,Metacritic,36/100
4499,Good Time,80,R,101 min,25 Aug 2017,2017,"Crime, Drama, Thriller","$1,999,047",7.3,"54,833",Internet Movie Database,7.3/10,Rotten Tomatoes,92%,Metacritic,80/100
4500,Ingrid Goes West,71,R,98 min,25 Aug 2017,2017,"Comedy, Drama","$3,016,057",6.6,"28,086",Internet Movie Database,6.6/10,Rotten Tomatoes,86%,Metacritic,71/100
4501,The Only Living Boy in New York,33,R,89 min,11 Aug 2017,2017,Drama,"$622,999",6.3,"9,147",Internet Movie Database,6.3/10,Rotten Tomatoes,33%,Metacritic,33/100
