Title,Metascore,Rated,Runtime,Released,Genre,Box Office,imdb_rating,imdb_votes,imdb_source,imdb_score,rotten_source,rotten_score,metacrit_source,metacrit_score,release_month,release_year
Heist,66.0,R,109 min,09 Nov 2001,"Action, Crime, Drama, Thriller",23287872.0,6.5,"31,574",Internet Movie Database,6.5,Rotten Tomatoes,6.6,Metacritic,6.6,11,2001
How High,29.0,R,93 min,21 Dec 2001,"Comedy, Fantasy",31155435.0,6.3,"50,435",Internet Movie Database,6.3,Rotten Tomatoes,2.6,Metacritic,2.9,12,2001
Human Nature,56.0,R,96 min,12 Sep 2001,"Comedy, Drama",651165.0,6.4,"16,762",Internet Movie Database,6.4,Rotten Tomatoes,4.9,Metacritic,5.6,09,2001
I Am Sam,28.0,PG-13,132 min,25 Jan 2002,Drama,40270895.0,7.6,"136,877",Internet Movie Database,7.6,Rotten Tomatoes,3.5,Metacritic,2.8,01,2002
In the Bedroom,86.0,R,130 min,08 Feb 2002,"Crime, Drama",35733119.0,7.4,"35,572",Internet Movie Database,7.4,Rotten Tomatoes,9.3,Metacritic,8.6,02,2002
Jay and Silent Bob Strike Back,51.0,R,104 min,24 Aug 2001,Comedy,29885424.0,6.8,"142,387",Internet Movie Database,6.8,Rotten Tomatoes,5.2,Metacritic,5.1,08,2001
Jimmy Neutron: Boy Genius,65.0,G,82 min,21 Dec 2001,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",80865848.0,6.0,"28,519",Internet Movie Database,6.0,Rotten Tomatoes,7.4,Metacritic,6.5,12,2001
Joe Dirt,20.0,PG-13,91 min,11 Apr 2001,"Adventure, Comedy, Drama",27087695.0,5.9,"48,142",Internet Movie Database,5.9,Rotten Tomatoes,1.1,Metacritic,2.0,04,2001
Josie and the Pussycats,47.0,PG-13,98 min,11 Apr 2001,"Comedy, Music",14126075.0,5.4,"20,619",Internet Movie Database,5.4,Rotten Tomatoes,5.3,Metacritic,4.7,04,2001
Joy Ride,75.0,R,97 min,05 Oct 2001,"Mystery, Thriller",21254983.0,6.6,"60,677",Internet Movie Database,6.6,Rotten Tomatoes,7.4,Metacritic,7.5,10,2001
K-PAX,49.0,PG-13,120 min,26 Oct 2001,"Drama, Sci-Fi",50040205.0,7.4,"167,761",Internet Movie Database,7.4,Rotten Tomatoes,4.1,Metacritic,4.9,10,2001
Kate & Leopold,44.0,PG-13,118 min,25 Dec 2001,"Comedy, Fantasy, Romance",47095453.0,6.4,"74,813",Internet Movie Database,6.4,Rotten Tomatoes,5.0,Metacritic,4.4,12,2001
Kingdom Come,48.0,PG,94 min,11 Apr 2001,"Comedy, Drama, Family",22574258.0,5.6,"1,982",Internet Movie Database,5.6,Rotten Tomatoes,2.8,Metacritic,4.8,04,2001
Kiss of the Dragon,58.0,R,98 min,06 Jul 2001,"Action, Crime, Drama, Thriller",34705149.0,6.6,"58,381",Internet Movie Database,6.6,Rotten Tomatoes,5.1,Metacritic,5.8,07,2001
Kissing Jessica Stein,72.0,R,97 min,05 Apr 2002,"Comedy, Drama, Romance",6960929.0,6.5,"15,387",Internet Movie Database,6.5,Rotten Tomatoes,8.3,Metacritic,7.2,04,2002
A Knight's Tale,56.0,PG-13,132 min,11 May 2001,"Action, Adventure, Romance",55001689.0,6.9,"159,237",Internet Movie Database,6.9,Rotten Tomatoes,5.8,Metacritic,5.6,05,2001
Knockaround Guys,30.0,R,92 min,11 Oct 2002,"Crime, Drama, Thriller",11509127.0,6.1,"21,582",Internet Movie Database,6.1,Rotten Tomatoes,2.1,Metacritic,3.0,10,2002
Lara Croft: Tomb Raider,33.0,PG-13,100 min,15 Jun 2001,"Action, Adventure, Fantasy, Thriller",129512407.0,5.8,"187,273",Internet Movie Database,5.8,Rotten Tomatoes,2.0,Metacritic,3.3,06,2001
The Last Castle,43.0,R,131 min,19 Oct 2001,"Action, Drama, Thriller",17924798.0,7.0,"66,414",Internet Movie Database,7.0,Rotten Tomatoes,5.2,Metacritic,4.3,10,2001
Legally Blonde,59.0,PG-13,96 min,13 Jul 2001,"Comedy, Romance",95001351.0,6.2,"168,438",Internet Movie Database,6.2,Rotten Tomatoes,6.9,Metacritic,5.9,07,2001
Life as a House,45.0,R,125 min,09 Nov 2001,Drama,15412701.0,7.5,"41,825",Internet Movie Database,7.5,Rotten Tomatoes,4.7,Metacritic,4.5,11,2001
The Lord of the Rings: The Fellowship of the Ring,92.0,PG-13,178 min,19 Dec 2001,"Adventure, Drama, Fantasy",314000000.0,8.8,"1,529,430",Internet Movie Database,8.8,Rotten Tomatoes,9.1,Metacritic,9.2,12,2001
Lovely & Amazing,75.0,R,91 min,02 Aug 2002,"Comedy, Drama, Romance",4186931.0,6.8,"6,509",Internet Movie Database,6.8,Rotten Tomatoes,8.6,Metacritic,7.5,08,2002
The Man from Elysian Fields,57.0,R,106 min,28 Nov 2002,"Drama, Romance",1288188.0,6.7,"3,887",Internet Movie Database,6.7,Rotten Tomatoes,5.1,Metacritic,5.7,11,2002
The Man Who Wasn't There,73.0,R,116 min,16 Nov 2001,"Crime, Drama",7408031.0,7.6,"97,842",Internet Movie Database,7.6,Rotten Tomatoes,8.1,Metacritic,7.3,11,2001
Max Keeble's Big Move,40.0,PG,86 min,05 Oct 2001,"Comedy, Crime, Family",16504546.0,5.3,"6,869",Internet Movie Database,5.3,Rotten Tomatoes,2.9,Metacritic,4.0,10,2001
Megiddo: The Omega Code 2,35.0,PG-13,104 min,21 Sep 2001,"Action, Adventure, Fantasy, Sci-Fi, Thriller",5637512.0,4.1,"2,462",Internet Movie Database,4.1,Rotten Tomatoes,1.0,Metacritic,3.5,09,2001
The Mexican,43.0,R,123 min,02 Mar 2001,"Adventure, Comedy, Crime, Romance",66588591.0,6.1,"98,155",Internet Movie Database,6.1,Rotten Tomatoes,5.5,Metacritic,4.3,03,2001
Monkeybone,40.0,PG-13,93 min,23 Feb 2001,"Animation, Comedy, Fantasy",4942155.0,4.7,"15,775",Internet Movie Database,4.7,Rotten Tomatoes,1.9,Metacritic,4.0,02,2001
Monsoon Wedding,77.0,R,114 min,26 Apr 2002,"Comedy, Drama, Romance",14000000.0,7.3,"22,295",Internet Movie Database,7.3,Rotten Tomatoes,9.5,Metacritic,7.7,04,2002
Monster's Ball,69.0,R,111 min,01 Mar 2002,"Drama, Romance",31252964.0,7.0,"79,255",Internet Movie Database,7.0,Rotten Tomatoes,8.5,Metacritic,6.9,03,2002
"Monsters, Inc.",78.0,G,92 min,02 Nov 2001,"Animation, Adventure, Comedy, Family, Fantasy",34034168.0,8.0,"750,941",Internet Movie Database,8.0,Rotten Tomatoes,9.6,Metacritic,7.8,11,2001
Moulin Rouge!,66.0,PG-13,127 min,01 Jun 2001,"Drama, Musical, Romance",55093223.0,7.6,"254,213",Internet Movie Database,7.6,Rotten Tomatoes,7.6,Metacritic,6.6,06,2001
Mulholland Drive,83.0,R,147 min,19 Oct 2001,"Drama, Mystery, Thriller",7077663.0,7.9,"294,410",Internet Movie Database,7.9,Rotten Tomatoes,8.3,Metacritic,8.3,10,2001
The Mummy Returns,48.0,PG-13,130 min,04 May 2001,"Action, Adventure, Fantasy, Thriller",200691120.0,6.3,"286,477",Internet Movie Database,6.3,Rotten Tomatoes,4.7,Metacritic,4.8,05,2001
The Musketeer,27.0,PG-13,104 min,07 Sep 2001,"Action, Adventure, Romance",26560170.0,4.8,"13,596",Internet Movie Database,4.8,Rotten Tomatoes,1.1,Metacritic,2.7,09,2001
My Big Fat Greek Wedding,62.0,PG,95 min,02 Aug 2002,"Comedy, Drama, Romance",241250669.0,6.5,"114,419",Internet Movie Database,6.5,Rotten Tomatoes,7.6,Metacritic,6.2,08,2002
Not Another Teen Movie,32.0,R,89 min,14 Dec 2001,Comedy,37882551.0,5.7,"91,820",Internet Movie Database,5.7,Rotten Tomatoes,2.9,Metacritic,3.2,12,2001
Novocaine,45.0,R,95 min,14 Dec 2001,"Comedy, Crime, Drama, Thriller",1512342.0,5.8,"10,346",Internet Movie Database,5.8,Rotten Tomatoes,3.8,Metacritic,4.5,12,2001
O,53.0,R,95 min,31 Aug 2001,"Drama, Romance, Thriller",15540020.0,6.1,"18,641",Internet Movie Database,6.1,Rotten Tomatoes,6.4,Metacritic,5.3,08,2001
Ocean's Eleven,74.0,PG-13,116 min,07 Dec 2001,"Crime, Thriller",183349128.0,7.8,"479,598",Internet Movie Database,7.8,Rotten Tomatoes,8.2,Metacritic,7.4,12,2001
One Night at McCool's,46.0,R,93 min,27 Apr 2001,"Comedy, Crime",5689784.0,6.1,"27,521",Internet Movie Database,6.1,Rotten Tomatoes,3.3,Metacritic,4.6,04,2001
Original Sin,33.0,R,116 min,03 Aug 2001,"Drama, Mystery, Romance, Thriller",15113699.0,6.1,"51,005",Internet Movie Database,6.1,Rotten Tomatoes,1.2,Metacritic,3.3,08,2001
Osmosis Jones,57.0,PG,95 min,10 Aug 2001,"Animation, Action, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi",12344938.0,6.3,"30,120",Internet Movie Database,6.3,Rotten Tomatoes,5.5,Metacritic,5.7,08,2001
The Others,74.0,PG-13,104 min,10 Aug 2001,"Horror, Mystery, Thriller",96080075.0,7.6,"316,442",Internet Movie Database,7.6,Rotten Tomatoes,8.3,Metacritic,7.4,08,2001
Out Cold,22.0,PG-13,89 min,21 Nov 2001,"Comedy, Sport",13850403.0,6.3,"16,116",Internet Movie Database,6.3,Rotten Tomatoes,0.8,Metacritic,2.2,11,2001
The Pact,54.0,R,89 min,08 Jun 2012,"Horror, Mystery, Thriller",1408261.0,5.8,"22,444",Internet Movie Database,5.8,Rotten Tomatoes,6.6,Metacritic,5.4,06,2012
Pearl Harbor,44.0,PG-13,183 min,25 May 2001,"Action, Drama, History, Romance, War",197761540.0,6.2,"295,490",Internet Movie Database,6.2,Rotten Tomatoes,2.4,Metacritic,4.4,05,2001
Piñero,40.0,R,103 min,12 Apr 2002,"Biography, Drama",198291.0,6.3,"1,260",Internet Movie Database,6.3,Rotten Tomatoes,4.3,Metacritic,4.0,04,2002
Planet of the Apes,50.0,PG-13,119 min,27 Jul 2001,"Action, Adventure, Sci-Fi, Thriller",178094583.0,5.7,"202,956",Internet Movie Database,5.7,Rotten Tomatoes,4.5,Metacritic,5.0,07,2001
The Pledge,71.0,R,124 min,19 Jan 2001,"Crime, Drama, Mystery, Thriller",18894185.0,6.8,"50,252",Internet Movie Database,6.8,Rotten Tomatoes,7.8,Metacritic,7.1,01,2001
Pootie Tang,31.0,PG-13,81 min,29 Jun 2001,"Action, Adventure, Comedy, Musical",2839456.0,5.2,"12,862",Internet Movie Database,5.2,Rotten Tomatoes,2.7,Metacritic,3.1,06,2001
The Princess Diaries,52.0,G,111 min,03 Aug 2001,"Comedy, Family, Romance",107785435.0,6.3,"117,894",Internet Movie Database,6.3,Rotten Tomatoes,4.7,Metacritic,5.2,08,2001
Rat Race,52.0,PG-13,112 min,17 Aug 2001,"Adventure, Comedy",55843381.0,6.4,"103,278",Internet Movie Database,6.4,Rotten Tomatoes,4.3,Metacritic,5.2,08,2001
Recess: School's Out,43.0,G,82 min,16 Feb 2001,"Animation, Comedy, Family",34801195.0,6.5,"8,630",Internet Movie Database,6.5,Rotten Tomatoes,6.1,Metacritic,4.3,02,2001
Riding in Cars with Boys,43.0,PG-13,132 min,19 Oct 2001,"Biography, Comedy, Drama",29601298.0,6.5,"25,505",Internet Movie Database,6.5,Rotten Tomatoes,4.9,Metacritic,4.3,10,2001
The Royal Tenenbaums,76.0,R,110 min,04 Jan 2002,"Comedy, Drama",52307676.0,7.6,"248,542",Internet Movie Database,7.6,Rotten Tomatoes,8.0,Metacritic,7.6,01,2002
The Safety of Objects,58.0,R,121 min,15 Aug 2003,Drama,86250.0,6.6,"3,935",Internet Movie Database,6.6,Rotten Tomatoes,5.0,Metacritic,5.8,08,2003
Saving Silverman,22.0,PG-13,90 min,09 Feb 2001,"Comedy, Crime, Romance",18968154.0,5.9,"37,116",Internet Movie Database,5.9,Rotten Tomatoes,1.8,Metacritic,2.2,02,2001
Say It Isn't So,21.0,R,95 min,23 Mar 2001,"Comedy, Romance",4847667.0,5.0,"12,196",Internet Movie Database,5.0,Rotten Tomatoes,0.9,Metacritic,2.1,03,2001
The Score,71.0,R,124 min,13 Jul 2001,"Crime, Drama, Thriller",70307038.0,6.8,"113,917",Internet Movie Database,6.8,Rotten Tomatoes,7.3,Metacritic,7.1,07,2001
See Spot Run,24.0,PG,94 min,02 Mar 2001,"Action, Comedy, Crime, Family",32486094.0,5.4,"8,343",Internet Movie Database,5.4,Rotten Tomatoes,2.3,Metacritic,2.4,03,2001
Serendipity,52.0,PG-13,90 min,05 Oct 2001,"Comedy, Romance",49968653.0,6.9,"98,707",Internet Movie Database,6.9,Rotten Tomatoes,5.9,Metacritic,5.2,10,2001
Shallow Hal,48.0,PG-13,114 min,09 Nov 2001,"Comedy, Drama, Fantasy, Romance",70703043.0,5.9,"121,796",Internet Movie Database,5.9,Rotten Tomatoes,5.0,Metacritic,4.8,11,2001
The Shipping News,47.0,R,111 min,18 Jan 2002,Drama,11405825.0,6.7,"30,981",Internet Movie Database,6.7,Rotten Tomatoes,5.5,Metacritic,4.7,01,2002
Shrek,84.0,PG,90 min,18 May 2001,"Animation, Adventure, Comedy, Family, Fantasy",266982666.0,7.8,"570,791",Internet Movie Database,7.8,Rotten Tomatoes,8.8,Metacritic,8.4,05,2001
Sidewalks of New York,49.0,R,108 min,30 Nov 2001,"Comedy, Romance",2120491.0,6.4,"6,187",Internet Movie Database,6.4,Rotten Tomatoes,5.6,Metacritic,4.9,11,2001
Soul Survivors,20.0,PG-13,84 min,07 Sep 2001,"Horror, Mystery, Thriller",2014304.0,3.9,"7,901",Internet Movie Database,3.9,Rotten Tomatoes,0.4,Metacritic,2.0,09,2001
Spy Game,63.0,R,126 min,21 Nov 2001,"Action, Crime, Thriller",62326785.0,7.1,"136,922",Internet Movie Database,7.1,Rotten Tomatoes,6.6,Metacritic,6.3,11,2001
Storytelling,50.0,R,87 min,08 Nov 2001,"Comedy, Drama, Romance",850758.0,6.8,"16,540",Internet Movie Database,6.8,Rotten Tomatoes,5.3,Metacritic,5.0,11,2001
Sugar & Spice,48.0,PG-13,81 min,26 Jan 2001,"Comedy, Crime",12353614.0,5.7,"12,875",Internet Movie Database,5.7,Rotten Tomatoes,2.8,Metacritic,4.8,01,2001
Summer Catch,21.0,PG-13,108 min,24 Aug 2001,"Comedy, Drama, Romance, Sport",19037255.0,5.0,"14,622",Internet Movie Database,5.0,Rotten Tomatoes,0.8,Metacritic,2.1,08,2001
Super Troopers,48.0,R,100 min,15 Feb 2002,"Comedy, Crime, Mystery",18380350.0,7.1,"91,779",Internet Movie Database,7.1,Rotten Tomatoes,3.5,Metacritic,4.8,02,2002
Sweet November,27.0,PG-13,119 min,16 Feb 2001,"Drama, Romance",24418719.0,6.7,"81,072",Internet Movie Database,6.7,Rotten Tomatoes,1.5,Metacritic,2.7,02,2001
The Tailor of Panama,66.0,R,109 min,30 Mar 2001,"Comedy, Drama, Thriller",13123070.0,6.2,"26,383",Internet Movie Database,6.2,Rotten Tomatoes,7.7,Metacritic,6.6,03,2001
Thirteen Conversations About One Thing,74.0,R,104 min,05 Jul 2002,Drama,3004491.0,7.0,"9,205",Internet Movie Database,7.0,Rotten Tomatoes,8.3,Metacritic,7.4,07,2002
Tomcats,15.0,R,95 min,30 Mar 2001,Comedy,12853541.0,5.4,"16,864",Internet Movie Database,5.4,Rotten Tomatoes,1.4,Metacritic,1.5,03,2001
Tortilla Soup,58.0,PG-13,102 min,31 Aug 2001,"Comedy, Romance, Drama",2923596.0,6.7,"3,938",Internet Movie Database,6.7,Rotten Tomatoes,7.4,Metacritic,5.8,08,2001
Town & Country,34.0,R,104 min,27 Apr 2001,"Comedy, Romance",6275248.0,4.4,"4,507",Internet Movie Database,4.4,Rotten Tomatoes,1.3,Metacritic,3.4,04,2001
Two Can Play That Game,35.0,R,90 min,07 Sep 2001,"Comedy, Romance",22012529.0,6.1,"5,907",Internet Movie Database,6.1,Rotten Tomatoes,4.3,Metacritic,3.5,09,2001
Valentine,18.0,R,96 min,02 Feb 2001,"Horror, Mystery, Thriller",19755422.0,4.8,"23,586",Internet Movie Database,4.8,Rotten Tomatoes,1.1,Metacritic,1.8,02,2001
Waking Life,82.0,R,99 min,07 Mar 2002,"Animation, Drama, Fantasy",2063729.0,7.8,"57,355",Internet Movie Database,7.8,Rotten Tomatoes,8.0,Metacritic,8.2,03,2002
The Wash,18.0,R,93 min,14 Nov 2001,Comedy,9756000.0,4.8,"6,339",Internet Movie Database,4.8,Rotten Tomatoes,0.8,Metacritic,1.8,11,2001
What's the Worst That Could Happen?,37.0,PG-13,94 min,01 Jun 2001,"Comedy, Crime",31090224.0,5.5,"14,234",Internet Movie Database,5.5,Rotten Tomatoes,1.0,Metacritic,3.7,06,2001
Zoolander,61.0,PG-13,90 min,28 Sep 2001,Comedy,44724316.0,6.6,"233,444",Internet Movie Database,6.6,Rotten Tomatoes,6.4,Metacritic,6.1,09,2001
8 Mile,77.0,R,110 min,08 Nov 2002,"Drama, Music",116638030.0,7.1,"231,355",Internet Movie Database,7.1,Rotten Tomatoes,7.5,Metacritic,7.7,11,2002
Abandon,36.0,PG-13,99 min,18 Oct 2002,"Drama, Music, Mystery, Romance, Thriller",10684049.0,4.9,"8,812",Internet Movie Database,4.9,Rotten Tomatoes,1.6,Metacritic,3.6,10,2002
About a Boy,75.0,PG-13,101 min,17 May 2002,"Comedy, Drama, Romance",40566655.0,7.0,"162,997",Internet Movie Database,7.0,Rotten Tomatoes,9.3,Metacritic,7.5,05,2002
About Schmidt,85.0,R,125 min,03 Jan 2003,"Comedy, Drama",65000000.0,7.1,"118,041",Internet Movie Database,7.1,Rotten Tomatoes,8.5,Metacritic,8.5,01,2003
Adaptation.,83.0,R,115 min,14 Feb 2003,"Comedy, Drama",22184735.0,7.7,"166,435",Internet Movie Database,7.7,Rotten Tomatoes,9.1,Metacritic,8.3,02,2003
The Adventures of Pluto Nash,12.0,PG-13,95 min,16 Aug 2002,"Comedy, Action, Sci-Fi",4366829.0,3.8,"23,203",Internet Movie Database,3.8,Rotten Tomatoes,0.4,Metacritic,1.2,08,2002
All About the Benjamins,34.0,R,95 min,08 Mar 2002,"Action, Comedy, Crime, Thriller",25482931.0,5.9,"12,061",Internet Movie Database,5.9,Rotten Tomatoes,3.0,Metacritic,3.4,03,2002
Analyze That,37.0,R,96 min,06 Dec 2002,"Comedy, Crime",32070920.0,5.9,"78,647",Internet Movie Database,5.9,Rotten Tomatoes,2.7,Metacritic,3.7,12,2002
Antwone Fisher,62.0,PG-13,120 min,10 Jan 2003,"Biography, Drama",20813967.0,7.3,"30,909",Internet Movie Database,7.3,Rotten Tomatoes,7.9,Metacritic,6.2,01,2003
Austin Powers in Goldmember,62.0,PG-13,94 min,26 Jul 2002,"Action, Adventure, Comedy, Crime",213079163.0,6.2,"185,853",Internet Movie Database,6.2,Rotten Tomatoes,5.4,Metacritic,6.2,07,2002
Auto Focus,66.0,R,105 min,01 Nov 2002,"Biography, Crime, Drama",1818622.0,6.6,"12,400",Internet Movie Database,6.6,Rotten Tomatoes,7.2,Metacritic,6.6,11,2002
Bad Company,37.0,PG-13,116 min,07 Jun 2002,"Action, Adventure, Comedy, Thriller",30128152.0,5.6,"43,283",Internet Movie Database,5.6,Rotten Tomatoes,1.0,Metacritic,3.7,06,2002
Ballistic: Ecks vs. Sever,19.0,R,91 min,20 Sep 2002,"Action, Crime, Mystery, Sci-Fi, Thriller",14235059.0,3.7,"18,368",Internet Movie Database,3.7,Rotten Tomatoes,0.0,Metacritic,1.9,09,2002
The Banger Sisters,48.0,R,98 min,20 Sep 2002,"Comedy, Drama",30194326.0,5.6,"13,880",Internet Movie Database,5.6,Rotten Tomatoes,4.8,Metacritic,4.8,09,2002
Barbershop,66.0,PG-13,102 min,13 Sep 2002,"Comedy, Drama",75074950.0,6.3,"28,082",Internet Movie Database,6.3,Rotten Tomatoes,8.2,Metacritic,6.6,09,2002
Better Luck Tomorrow,67.0,R,101 min,25 Apr 2003,"Crime, Drama, Romance",3687324.0,7.0,"8,683",Internet Movie Database,7.0,Rotten Tomatoes,8.1,Metacritic,6.7,04,2003
Big Fat Liar,36.0,PG,88 min,08 Feb 2002,"Adventure, Comedy, Family",47811275.0,5.4,"32,975",Internet Movie Database,5.4,Rotten Tomatoes,4.3,Metacritic,3.6,02,2002
Birthday Girl,51.0,R,93 min,01 Feb 2002,"Comedy, Crime, Thriller",4919896.0,6.1,"23,479",Internet Movie Database,6.1,Rotten Tomatoes,5.8,Metacritic,5.1,02,2002
Blade II,52.0,R,117 min,22 Mar 2002,"Action, Horror, Sci-Fi, Thriller",82000000.0,6.7,"188,874",Internet Movie Database,6.7,Rotten Tomatoes,5.7,Metacritic,5.2,03,2002
Blood Work,64.0,R,110 min,09 Aug 2002,"Action, Crime, Drama, Mystery, Thriller",26200000.0,6.4,"39,681",Internet Movie Database,6.4,Rotten Tomatoes,5.3,Metacritic,6.4,08,2002
Blue Crush,61.0,PG-13,104 min,16 Aug 2002,"Drama, Romance, Sport",1080072.0,5.6,"28,730",Internet Movie Database,5.6,Rotten Tomatoes,3.6,Metacritic,6.1,08,2002
The Bourne Identity,68.0,PG-13,119 min,14 Jun 2002,"Action, Mystery, Thriller",121500000.0,7.9,"479,272",Internet Movie Database,7.9,Rotten Tomatoes,8.3,Metacritic,6.8,06,2002
Bowling for Columbine,72.0,R,120 min,15 Nov 2002,"Documentary, Crime, Drama",21300000.0,7.9,"135,449",Internet Movie Database,7.9,Rotten Tomatoes,9.5,Metacritic,7.2,11,2002
Brown Sugar,58.0,PG-13,109 min,11 Oct 2002,"Romance, Comedy, Drama, Music",27186836.0,6.5,"8,040",Internet Movie Database,6.5,Rotten Tomatoes,6.6,Metacritic,5.8,10,2002
Cabin Fever,56.0,R,93 min,12 Sep 2003,Horror,21113424.0,5.6,"70,508",Internet Movie Database,5.6,Rotten Tomatoes,6.2,Metacritic,5.6,09,2003
Catch Me If You Can,75.0,PG-13,141 min,25 Dec 2002,"Biography, Crime, Drama",164400000.0,8.1,"733,401",Internet Movie Database,8.1,Rotten Tomatoes,9.5,Metacritic,7.5,12,2002
Changing Lanes,69.0,R,98 min,12 Apr 2002,"Drama, Thriller",66650688.0,6.4,"63,879",Internet Movie Database,6.4,Rotten Tomatoes,7.7,Metacritic,6.9,04,2002
City by the Sea,50.0,R,108 min,06 Sep 2002,"Crime, Drama, Mystery, Thriller",22369941.0,6.1,"23,308",Internet Movie Database,6.1,Rotten Tomatoes,4.7,Metacritic,5.0,09,2002
City of Ghosts,57.0,R,116 min,27 Mar 2003,"Crime, Drama, Thriller",275998.0,6.0,"4,694",Internet Movie Database,6.0,Rotten Tomatoes,4.7,Metacritic,5.7,03,2003
Civil Brand,29.0,R,95 min,26 May 2002,"Drama, Thriller, Crime",123580.0,5.1,652,Internet Movie Database,5.1,Rotten Tomatoes,1.6,Metacritic,2.9,05,2002
Clockstoppers,40.0,PG,94 min,29 Mar 2002,"Action, Adventure, Comedy, Sci-Fi, Thriller",36900146.0,5.2,"12,779",Internet Movie Database,5.2,Rotten Tomatoes,2.9,Metacritic,4.0,03,2002
Collateral Damage,33.0,R,108 min,08 Feb 2002,"Action, Drama, Thriller",39965988.0,5.5,"68,785",Internet Movie Database,5.5,Rotten Tomatoes,1.9,Metacritic,3.3,02,2002
The Crocodile Hunter: Collision Course,50.0,PG,90 min,12 Jul 2002,"Action, Adventure, Comedy, Family",28286973.0,5.4,"6,154",Internet Movie Database,5.4,Rotten Tomatoes,5.3,Metacritic,5.0,07,2002
Comedian,62.0,R,82 min,01 Jul 2003,"Documentary, Comedy",2683160.0,6.9,"6,141",Internet Movie Database,6.9,Rotten Tomatoes,7.7,Metacritic,6.2,07,2003
The Count of Monte Cristo,61.0,PG-13,131 min,25 Jan 2002,"Action, Adventure, Drama, Thriller",54111443.0,7.7,"121,504",Internet Movie Database,7.7,Rotten Tomatoes,7.4,Metacritic,6.1,01,2002
The Country Bears,37.0,G,88 min,26 Jul 2002,"Comedy, Family, Music, Musical",16892873.0,4.1,"4,587",Internet Movie Database,4.1,Rotten Tomatoes,3.0,Metacritic,3.7,07,2002
Crossroads,27.0,PG-13,93 min,15 Feb 2002,"Comedy, Drama, Romance",37053263.0,3.5,"37,199",Internet Movie Database,3.5,Rotten Tomatoes,1.4,Metacritic,2.7,02,2002
The Dancer Upstairs,64.0,R,132 min,23 May 2003,"Crime, Drama, Thriller",2400000.0,7.0,"6,053",Internet Movie Database,7.0,Rotten Tomatoes,6.4,Metacritic,6.4,05,2003
Darkness,15.0,PG-13,88 min,25 Dec 2004,Horror,22036907.0,5.5,"18,193",Internet Movie Database,5.5,Rotten Tomatoes,0.4,Metacritic,1.5,12,2004
Death to Smoochy,38.0,R,109 min,29 Mar 2002,"Comedy, Crime, Drama, Thriller",8308230.0,6.3,"37,447",Internet Movie Database,6.3,Rotten Tomatoes,4.2,Metacritic,3.8,03,2002
Deuces Wild,16.0,R,96 min,03 May 2002,"Action, Crime, Drama",6044618.0,5.7,"6,756",Internet Movie Database,5.7,Rotten Tomatoes,0.3,Metacritic,1.6,05,2002
Divine Secrets of the Ya-Ya Sisterhood,48.0,PG-13,116 min,07 Jun 2002,Drama,69542820.0,6.1,"17,403",Internet Movie Database,6.1,Rotten Tomatoes,4.4,Metacritic,4.8,06,2002
Dragonfly,25.0,PG-13,104 min,22 Feb 2002,"Drama, Fantasy, Mystery, Romance, Thriller",30063805.0,6.1,"35,079",Internet Movie Database,6.1,Rotten Tomatoes,0.7,Metacritic,2.5,02,2002
Drumline,63.0,PG-13,118 min,13 Dec 2002,"Comedy, Drama, Romance, Music",56178945.0,5.8,"31,835",Internet Movie Database,5.8,Rotten Tomatoes,8.2,Metacritic,6.3,12,2002
Eight Crazy Nights,23.0,PG-13,76 min,27 Nov 2002,"Animation, Comedy, Musical",23341502.0,5.4,"20,456",Internet Movie Database,5.4,Rotten Tomatoes,1.2,Metacritic,2.3,11,2002
Eight Legged Freaks,53.0,PG-13,99 min,17 Jul 2002,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",17231006.0,5.4,"50,302",Internet Movie Database,5.4,Rotten Tomatoes,4.8,Metacritic,5.3,07,2002
The Emperor's Club,49.0,PG-13,109 min,22 Nov 2002,Drama,13954465.0,6.9,"15,921",Internet Movie Database,6.9,Rotten Tomatoes,5.0,Metacritic,4.9,11,2002
Enough,25.0,PG-13,115 min,24 May 2002,"Crime, Drama, Thriller",39177215.0,5.7,"36,631",Internet Movie Database,5.7,Rotten Tomatoes,2.2,Metacritic,2.5,05,2002
Evelyn,55.0,PG,94 min,25 Dec 2002,Drama,1341151.0,7.0,"5,955",Internet Movie Database,7.0,Rotten Tomatoes,6.4,Metacritic,5.5,12,2002
Far from Heaven,84.0,PG-13,107 min,10 Jan 2003,Drama,15900000.0,7.3,"41,650",Internet Movie Database,7.3,Rotten Tomatoes,8.8,Metacritic,8.4,01,2003
Feardotcom,16.0,R,101 min,30 Aug 2002,"Crime, Horror, Thriller",13138876.0,3.3,"18,860",Internet Movie Database,3.3,Rotten Tomatoes,0.3,Metacritic,1.6,08,2002
Frida,61.0,R,123 min,22 Nov 2002,"Biography, Drama, Romance",25681203.0,7.4,"75,357",Internet Movie Database,7.4,Rotten Tomatoes,7.5,Metacritic,6.1,11,2002
Friday After Next,35.0,R,85 min,22 Nov 2002,"Comedy, Drama",32983713.0,5.8,"24,018",Internet Movie Database,5.8,Rotten Tomatoes,2.6,Metacritic,3.5,11,2002
